zipcode,sources,pdb_org_id,state,city,region,url,longitude,prefixes,latitude,pch_id,ix_id,country,address,name,iata,alternatenames,geo_id,org_id,pdb_id
,"['pdb', 'pch']",1245,,,Latin America,http://ix.br,,"{'ipv4': ['200.219.145.0/24'], 'ipv6': ['2001:12f8:0:8::/64']}",,1018,664,BR,,Ponto de Troca de Trafego do Salvador,,['IX.br (PTT.br) Salvador'],,1245,556
,"['pdb', 'pch']",1245,,,Latin America,http://ix.br/,,"{'ipv4': ['187.16.205.0/24'], 'ipv6': ['2001:12f8:0:28::/64']}",,2139,354,BR,,Ponto de Troca de Trafego do Santa Maria,,['IX.br (PTT.br) Santa Maria'],,1245,1847
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br,,"{'ipv4': ['187.16.199.0/24'], 'ipv6': ['2001:12f8:0:22::/64']}",,1445,665,BR,,Ponto de Troca de Trafego do São José do Rio Preto,,"['PTT São José do Rio Preto', 'IX.br (PTT.br) São José do Rio Preto']",,1245,709
,"['pdb', 'he', 'pch']",1245,,,,http://ix.br,,"{'ipv4': ['187.16.192.0/24'], 'ipv6': ['2001:12f8:0:15::/64']}",,1444,666,,,Ponto de Troca de Trafego do São José dos Campos,,"['IX.br (PTT.br) São José dos Campos', 'IX.br (PTT.br) Sao José dos Campos', 'PTT São José dos Campos']",,1245,638
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br/,,"{'ipv4': ['45.227.0.0/24'], 'ipv6': ['2001:12f8:0:30::/64']}",,2140,355,BR,,Ponto de Troca de Trafego do São Luís,,"['IX.br (PTT.br) São Luís', 'PTT São Luís']",,1245,2086
,"['pdb', 'he', 'pch']",1245,PI,Teresina,Latin America,http://ix.br/,-43.06438,"{'ipv4': ['200.219.138.0/24'], 'ipv6': ['2001:12f8:0:29::/64']}",-5.18570,2141,357,BR,,Ponto de Troca de Trafego do Teresina,,"['PTT Teresina', 'IX.br (PTT.br) Teresina']",3386496,1245,2078
,"['pdb', 'he', 'pch']",1245,ES,Vitória,Latin America,http://ix.br,,"{'ipv4': ['187.16.194.0/24'], 'ipv6': ['2001:12f8:0:17::/64']}",,1446,667,BR,,Ponto de Troca de Trafego do Vitória,,"['IX.br (PTT.br) Vitória', 'PTT Vitória']",3444924,1245,706
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br,,"{'ipv4': ['187.16.208.0/20'], 'ipv6': ['2001:12f8::/64']}",,30,668,,,Ponto de Troca de Tráfego Metro São Paulo,GRU,"['IX.br (PTT.br) São Paulo', 'PTT São Paulo']",,1245,171
,"['pdb', 'pch']",1245,MG,,Latin America,http://ix.br,,"{'ipv4': ['200.219.139.0/24'], 'ipv6': ['2001:12f8:0:3::/64']}",,19,669,BR,,Ponto de Troca de Tráfego do Belo Horizonte,,['IX.br (PTT.br) Belo Horizonte'],,1245,176
,"['pdb', 'he', 'pch']",1245,DF,Brasília,Latin America,http://ix.br,,"{'ipv4': ['200.192.110.0/24'], 'ipv6': ['2001:12f8:0:13::/64']}",,20,670,BR,,Ponto de Troca de Tráfego do Brasília,,"['PTT Brasília', 'IX.br (PTT.br) Brasília']",3469058,1245,178
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br,,"{'ipv4': ['187.16.203.0/24'], 'ipv6': ['2001:12f8:0:26::/64']}",,1807,671,BR,,Ponto de Troca de Tráfego do Cuiabá,,"['IX.br (PTT.br) Cuiabá', 'PTT Cuiabá']",,1245,859
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br,,"{'ipv4': ['200.219.141.0/24'], 'ipv6': ['2001:12f8:0:5::/64']}",,22,672,BR,,Ponto de Troca de Tráfego do Florianópolis,,"['PTT Florianópolis', 'IX.br (PTT.br) Florianópolis']",,1245,175
,"['pdb', 'he', 'pch']",1245,,,Latin America,http://ix.br/,,"{'ipv4': ['45.6.52.0/22'], 'ipv6': ['2001:12f8:0:2::/64']}",,415,673,BR,,Ponto de Troca de Tráfego do Rio de Janeiro,,"['PTT Rio de Janeiro', 'IX.br (PTT.br) Rio de Janeiro']",,1245,177
94539-7654,['pdb'],31528,CA,Fremont,North America,http://ix.daoport.net,,"{'ipv4': ['193.34.193.128/25'], 'ipv6': ['2001:7f8:135::/64']}",,,1628,US,48233 Warm Springs Blvd,Port IX,,['Port pOrt poRt porT INTERNET EXCHANGE'],5350734,31528,3991
,"['pdb', 'he', 'pch']",17680,PL,,Europe,http://www.pozix.pl/,,"{'ipv4': ['185.1.4.0/22', '185.1.4.0/24'], 'ipv6': ['2001:7f8:4b::/48']}",,917,674,PL,,Poznan Internet Exchange,,['POZIX'],,17680,230
,"['pdb', 'he', 'pch']",22065,,,North America,https://www.puertoricoix.net,,"{'ipv4': ['204.138.0.0/24'], 'ipv6': ['2620:102:b000::/64']}",,2056,964,PR,,Puerto Rico Internet Exchange,SJU,['PR-IX'],,22065,2353
,['pch'],,,Madrid,Europe,,-3.70000,"{'ipv4': ['193.149.1.0/24', '185.79.175.0/24'], 'ipv6': ['2001:7f8:f::/64', '2001:7f8:f:1::/64']}",40.43000,213,675,ES,,Punto Neutro Español de Internet,MAD,[],3117735,,
,['pch'],,,San Jose,Latin America,,-84.08300,"{'ipv4': ['200.107.83.128/25'], 'ipv6': ['2801:1d:a000:1::/64']}",9.93504,1806,676,CR,,Punto de Intercambio Neutro de Internet,SJO,[],3621849,,
10204,"['pdb', 'pch']",27426,La Paz,La Paz,Latin America,https://www.pitbolivia.org.bo/#,,"{'ipv4': ['45.68.0.0/24'], 'ipv6': ['2801:11:a800:1::/64']}",,1789,677,BO,Calle 13 Calacoto No. 8142,Punto de Intercambio de Trafico de Bolivia,LPB2,"['Punto de Intercambio de Tráfico PIT Bolivia - Entidad Civil sin fines de lucro', 'PIT Bolivia']",3911925,27426,3333
,"['pdb', 'he']",24521,,,Africa,https://pyramix.as207740.net/,,"{'ipv4': ['44.190.39.96/27', '104.167.214.96/27'], 'ipv6': ['2a0e:46c4:102::/64', '2a0e:fd45:1337::/64']}",,,1277,,,PyramIX,,['Pyramids Internet Exchange'],,24521,3302
,"['pdb', 'he']",432,,Montreal,North America,"['https://www.qix.ca/?lang=en', 'http://www.peer1.com']",-73.75000,"{'ipv4': ['206.223.139.0/24', '198.179.18.0/24'], 'ipv6': ['2001:504:19:2::/64', '2001:504:2d::/64']}",45.47000,,626,CA,,QIX Montreal,,"['Peer1 Internet Exchange - Montreal', 'PIX Montreal']",6077243,432,196
1111,"['pdb', 'he', 'pch']",25056,,Doha,Europe,https://www.qix.qa,,"{'ipv4': ['185.1.159.0/24', '185.154.168.0/24'], 'ipv6': ['2001:7f8:ed::/64']}",,1920,1165,QA,,Qatar Internet Exchange Point,DOH,"['QIX Qatar', 'Qatar Internet Exchange (QIX)']",290030,25056,2819
,"['pdb', 'he', 'pch']",23528,,,North America,http://www.qcix.net,,"{'ipv4': ['206.83.43.0/24'], 'ipv6': ['2001:504:9b::/64']}",,2150,1089,US,,Quad Cities Internet Exchange,DVN,"['Quad Cities Internet eXchange', 'QCIX']",,23528,2741
,"['pdb', 'pch']",14496,,,North America,https://www.qix.ca/?lang=en,,"{'ipv4': ['198.179.18.0/24'], 'ipv6': ['2001:504:2d::18:0/111']}",,1616,682,CA,,Quebec Internet Exchange,YUL,"['QIX', 'Quebec Internet eXchange (QIX)']",,14496,355
,"['pdb', 'he']",138,,,Europe,https://www.r-ix.nl,,"{'ipv4': ['91.194.218.0/24'], 'ipv6': ['2001:7f8:61::/48']}",,,687,NL,,R iX,,"['Rotterdam Internet Exchange', 'R_iX']",,138,313
,['he'],,,Kinshasa,Africa,http://www.ispa-drc.cd,,"{'ipv4': ['196.223.28.0/24', '196.216.216.0/23'], 'ipv6': ['2001:43f8:3c0::/48', '2001:43f8:3c1::/48']}",,,965,"Congo, The Democratic Republic of the",,RDC-IX Kinshasa,,[],,,
,"['pdb', 'he']",9392,,Krasnoyarsk,Europe,http://webra.ru,92.50000,"{'ipv4': ['185.1.13.0/24'], 'ipv6': ['2001:7f8:78::/48', '2001:7f8:78::/64']}",56.17000,,684,RU,,RED-IX,,['Krasnoyarsk Internet Exchange'],1502026,9392,876
,"['pdb', 'he', 'pch']",20866,,,Asia-Pacific,https://redix.org,,"{'ipv4': ['103.129.155.0/24'], 'ipv6': ['2001:df6:7900::/64']}",,2064,917,IN,,REDIX Chennai,,[],,20866,2341
,"['pdb', 'he']",16383,Okinawa,,Asia Pacific,http://www.ryukyuix.net,,"{'ipv4': ['103.95.163.0/24'], 'ipv6': ['2001:df1:b500::/64']}",,,685,JP,,RIX (RYUKYUIX),,['Ryukyus Internet Exchange'],,16383,1663
,"['pdb', 'he', 'pch']",20737,,Bucharest,Europe,https://whitehat.ro/internet-exchange,26.13000,"{'ipv4': ['185.1.251.0/24', '185.1.176.0/24'], 'ipv6': ['2001:7f8:132::/64', '2001:7f8:f9::/64']}",44.50000,2160,1091,RO,,Romania Commercial Internet Exchange,,['RO-CIX'],683506,20737,2804
,"['pdb', 'he']",23916,District 2,Bucharest,Europe,https://www.ix.ro,,"{'ipv4': ['185.1.150.0/24'], 'ipv6': ['2001:7f8:e4::/64']}",,,1090,RO,,RO-IX,,['Internet eXchange RO-IX'],683506,23916,2732
,"['pdb', 'he']",29760,,Kyiv,Europe,http://rudaki-ix.net/,30.52102,"{'ipv4': ['185.1.225.0/24'], 'ipv6': ['2001:7f8:11f:1::/64', '2001:7f8:11f:7::/64']}",50.51482,,1452,UA,,RUDAKI-IX,,['RUDAKI INTERNET EXCHANGE'],703448,29760,3681
33000,"['pdb', 'he']",24249,Rivnenska Oblast,Rivne,Europe,https://rv-ix.net,26.26399,"{'ipv4': ['185.1.238.0/24'], 'ipv6': ['2001:7f8:128::/64']}",50.61275,,1517,UA,"Stepana Bandery Vulytsia, 43ARivne",RV-IX,,[],695594,24249,3777
140-0002,['pdb'],35663,,Tokyo,Asia-Pacific,https://ixpmanager.rpd.ne.jp/customer/details,139.78000,"{'ipv4': [], 'ipv6': ['2401:3fa0::/64']}",35.55000,,1801,JP,2-1-7 Higashi-shinagawaShinagawaku,RVIXP,,[],1850147,35663,4296
,"['pdb', 'he']",8781,,Rzeszow,Europe,,,"{'ipv4': ['185.1.42.0/24'], 'ipv6': ['2001:7f8:9b::/64']}",,,686,PL,,RZ-IX,,['Rzeszowski Punkt Wymiany Ruchu'],759734,8781,828
,['he'],,,"Raleigh, NC",North America,http://ninja-ix.net,,"{'ipv4': ['206.41.9.0/24', '206.80.232.0/24'], 'ipv6': []}",,,1658,US,,Raleigh-IX,,[],4487042,,
E1 6QR,"['pdb', 'he']",24396,,London,Europe,https://rapidix.net,,"{'ipv4': ['185.1.232.0/24'], 'ipv6': ['2001:7f8:123::/64']}",,,1518,GB,11 Hanbury Street,RapidIX LON1,,"['RapidIX', 'Rapid Internet Exchange']",2643743,24396,3732
522002,"['pdb', 'he']",19691,Andhra Pradesh,Guntur,Asia Pacific,http://ix.remki.net,80.593028,"{'ipv4': ['103.173.247.0/24', '103.111.7.0/24'], 'ipv6': ['2001:df5:b500:7::/64']}",16.535323,,894,IN,"Plot No. 86&88Housing Board, Nallapadu",Remki Internet Exchange (RIX),,['Remki Internet Exchange (RIX) - Remki IX'],1270668,19691,2251
,"['pdb', 'he', 'pch']",9215,Capital Region,,Europe,https://www.rix.is/,,"{'ipv4': ['195.130.211.0/26'], 'ipv6': ['2001:7f8:48::/64']}",,100,688,IS,,Reykjavik Internet Exchange,KEF,['RIX'],3413829,9215,228
,"['pdb', 'he', 'pch']",14262,,,Europe,"['http://www.rheintal-ix.net', 'https://www.rheintal-ix.net']",,"{'ipv4': ['91.232.229.0/24'], 'ipv6': ['2001:7f8:66::/64']}",,1859,689,,,Rheintal Internet Exchange,ACH,['Rheintal IX'],,14262,543
,['pch'],,,Rome,Europe,,12.45000,"{'ipv4': ['193.201.28.0/24'], 'ipv6': ['2001:7f8:10::/48']}",41.90000,120,553,IT,,Roma Internet Exchange Point,FCO,[],3169070,,
,"['pdb', 'he', 'pch']",17357,VD,,Europe,http://www.romandix.ch,,"{'ipv4': ['185.1.93.0/24'], 'ipv6': ['2001:7f8:b5::/48']}",,2042,692,CH,,RomandIX,QLS,[],,17357,1984
,['pch'],,,Bucharest,Europe,,26.13000,"{'ipv4': ['45.13.136.0/24'], 'ipv6': []}",44.50000,2157,1092,RO,,Romania Internet eXchange Point,,[],683506,,
,"['pdb', 'he', 'pch']",15412,,,Europe,https://anisp.ro/,,"{'ipv4': ['185.1.103.0/24', '217.156.113.0/24'], 'ipv6': ['2001:7f8:49::/64']}",,189,693,,,Romanian National Internet Exchange,,"['RoNIX', 'Romanian Internet Exchange']",,15412,301
,"['pdb', 'he', 'pch']",13052,,,Europe,https://www.ropnix.com,,"{'ipv4': ['185.1.179.0/24'], 'ipv6': ['2001:7f8:fc:3f::/64', '2a0b:b86:ff::/64']}",,2247,1227,RO,,Romanian Open Internet Exchange,,['ROPN-IX'],,13052,3169
,['pch'],,,Rotterdam,Europe,,4.45000,"{'ipv4': ['91.194.218.0/24'], 'ipv6': ['2001:7f8:61::/64']}",51.95000,803,694,NL,,Rotterdam Internet eXchange,,[],2747891,,
,"['pdb', 'he']",19041,,Rottweil,Europe,https://www.rwix.net,,"{'ipv4': ['185.0.3.0/24'], 'ipv6': ['2a0c:3b80:4040:4155::/64', '2001:7f8:d0:1::/64']}",,,1080,DE,,Rottweiler Internet Exchange,,[],2843636,19041,2774
,"['pdb', 'he', 'pch']",7336,,,Europe,https://www.ruhr-cix.net,,"{'ipv4': ['185.1.197.0/24'], 'ipv6': ['2001:7f8:106::/64']}",,2246,1335,DE,,Ruhr-CIX,FRA,['RUHR-CIX'],,7336,3405
,"['pdb', 'he', 'pch']",10776,,Kigali,Africa,http://www.rinex.org.rw,30.12000,"{'ipv4': ['196.223.12.128/25', '196.223.12.0/24', '196.49.7.0/24'], 'ipv6': ['2001:43f8:150::/64', '2001:43f8:150::/48']}",-1.97000,765,695,RW,Boulevard de L'UmugandaP.O. Box 7229,Rwanda Internet exchange,KGL,"['Rwanda Internet Exchange', 'RINEX']",202061,10776,1032
,"['pdb', 'he', 'pch']",802,,,,http://www.renater.fr/spip.php?rubrique280,,"{'ipv4': ['194.57.253.128/27'], 'ipv6': []}",,1790,696,,,Réunion Internet Exchange,,['REUNIX'],,802,381
,['he'],,,Riyadh,Europe,https://saix.sa,46.72000,"{'ipv4': ['212.138.252.0/23', '212.26.66.0/23', '45.94.12.0/23'], 'ipv6': ['2001:1490:104::/48', '2001:1497::/64', '2001:1490:105::/64']}",24.72000,,1698,SA,,SAIX Saudi Arabia,,[],108410,,
12354,"['pdb', 'pch']",20603,,Riyadh,Europe,https://saix.sa,,"{'ipv4': ['212.138.252.0/25', '45.94.12.0/23'], 'ipv6': ['2001:1497::/64', '2001:1490:104::/64']}",,2028,895,SA,King Abdullah Branch RdAl Raed,SAIX Saudi Arabia Riyadh,RUH,['Saudi Arabia Internet Exchange Riyadh'],108410,20603,2299
,"['pdb', 'he', 'pch']",20603,,Thuwal,Europe,https://saix.sa,39.11330,"{'ipv4': ['185.1.58.0/24', '212.138.253.0/25'], 'ipv6': ['2001:7f8:108::/64', '2001:1490:108::/64']}",22.27570,2320,1699,SA,,SAIX Saudi Arabia Thuwal,,['Saudi Arabia Internet Exchange Thuwal'],101384,20603,4018
,"['pdb', 'he']",22984,TX,,North America,https://sat-ix.net,,"{'ipv4': ['206.83.14.0/24'], 'ipv6': ['2001:504:99::/64']}",,,1033,US,,SAT-IX (San Antonio),,"['San Antonio Internet Exchange', 'SAT-IX']",4726206,22984,2612
,"['pdb', 'he']",33967,,,Europe,https://sbg-ix.net/,,"{'ipv4': ['185.1.148.0/24'], 'ipv6': ['2001:7f8:140::/64']}",,,1700,FR,,SBG-IX,,['Strasbourg Internet Exchange'],,33967,4058
40472,"['pdb', 'he', 'pch']",21284,NRW,Düsseldorf,Europe,https://www.securebit.ch/internet/exchange,6.76000,"{'ipv4': ['185.1.154.0/24'], 'ipv6': ['2001:7f8:d9:5a::/64', '2001:7f8:d9:2::/64']}",51.28000,2278,1167,DE,Am Gatherhof 44,Securebit Internet Exchange - Germany,,"['SBIX DUS', 'SBIX Dusseldorf', 'Securebit Internet Exchange Dusseldorf']",2934246,21284,3118
,"['pdb', 'he']",21284,,Fremont,North America,https://www.securebit.ch/internet/exchange,-122.00044,"{'ipv4': ['164.132.186.192/26', '185.0.31.0/24'], 'ipv6': ['2001:7f8:d9:5d::/64', '2001:7f8:d9:5::/64']}",37.56283,,1278,US,,SBIX FRE,,['Securebit Internet Exchange Fremont'],5350734,21284,3286
,['he'],,,London,Europe,https://www.securebit.ch/internet/exchange,-0.45000,"{'ipv4': ['149.202.236.0/25'], 'ipv6': ['2001:7f8:d9:5c::/64', '2001:7f8:d9:8::/64']}",51.48000,,1802,GB,,SBIX LON,,[],2643743,,
,"['pdb', 'pch']",21284,,London,Europe,https://www.securebit.ch/internet/exchange,-0.45000,"{'ipv4': ['149.202.236.0/25', '51.254.27.80/28'], 'ipv6': ['2001:7f8:d9:8::/64', '2001:7f8:d9:5c::/64']}",51.48000,2279,1415,GB,,Securebit Internet Exchange - United Kingdom,,"['SBIX London', 'Securebit Internet Exchange London']",2643743,21284,3877
,"['pdb', 'he', 'pch']",21284,AG,Zurich,Europe,https://www.securebit.ch/internet/exchange,8.53000,"{'ipv4': ['185.1.135.0/24'], 'ipv6': ['2001:7f8:d9:5b::/64', '2001:7f8:d9:1::/64']}",47.48000,2126,1005,CH,,Securebit Internet Exchange - Switzerland,ZRH3,"['SBIX Zurich', 'Securebit Internet Exchange Zurich', 'SBIX']",2657896,21284,2571
,['pdb'],33030,OR,,North America,https://thescax.net,,"{'ipv4': ['208.99.56.64/28'], 'ipv6': ['2602:fc3c:200::/64']}",,,1659,US,,SCAX,,['The South Coast Access Exchange'],,33030,3946
,['he'],,,Brookings,North America,https://thescax.net,,"{'ipv4': ['208.99.56.64/28'], 'ipv6': ['2602:fc3c:200::/64', '2602:fc3c:2000::/64']}",,,1660,US,,SCAX,,[],5226534,,
,"['pdb', 'he']",16222,RM,Santiago,Latin America,https://www.sclix.cl,,"{'ipv4': ['170.246.67.0/24'], 'ipv6': ['2803:dc40::/64']}",,,697,CL,,SCL-IX Chile,,"['SCL-IX', 'Santiago Internet Exchange']",3871336,16222,1634
,"['pdb', 'he', 'pch']",3593,,Paris,Europe,http://www.sfinx.fr/,2.33000,"{'ipv4': ['194.68.129.0/24', '193.54.79.0/24'], 'ipv6': ['2001:7f8:4e:2::/64']}",48.80000,78,733,FR,,Service for French Internet Exchange,CDG,"['SFINX', 'Service for French INternet eXchange']",2988507,3593,34
,"['pdb', 'he', 'pch']",12666,Sverdlovsk Oblast,,Europe,http://www.milecom.ru,,"{'ipv4': ['91.221.180.0/23'], 'ipv6': ['2a0b:9fc0:1::/64']}",,2177,699,RU,,SFO-IX,,"['Milecom LLC, project SFO-IX']",,12666,1154
,['he'],,,Singapore,Asia-Pacific,https://www.sgix.sg,103.98000,"{'ipv4': ['103.16.102.0/23'], 'ipv6': ['2001:de8:12:100::/56']}",1.37000,,700,SG,,SGIX,,[],1880252,,
,"['pdb', 'he']",35245,,Shanghai,Asia Pacific,https://www.shixp.cn/,,"{'ipv4': ['103.183.26.0/23'], 'ipv6': []}",,,1774,CN,,SHIXP,,[],1796236,35245,4171
,['pdb'],27953,Lazio,,Europe,https://siix.c1vhosting.it/,,"{'ipv4': ['185.1.206.0/24'], 'ipv6': ['2001:7f8:112::/64']}",,,1411,IT,,SIIX,,['Southern Italy Internet Exchange'],,27953,3528
,['he'],,,Pomezia,Europe,https://siix.c1vhosting.it/,,"{'ipv4': [], 'ipv6': []}",,,1661,IT,,SIIX,,[],3170342,,
,"['pdb', 'he']",15749,,,North America,http://www.siouix.net,,"{'ipv4': ['149.112.41.0/24'], 'ipv6': []}",,,1741,US,,SIOUIX,,['Sioux City Internet eXchange'],,15749,4132
,"['pdb', 'he']",580,,Swaziland,Africa,http://www.sispa.org.sz,,"{'ipv4': ['196.223.37.0/24'], 'ipv6': []}",,,701,SZ,,SISPA,,['Swaziland Peering Point'],,580,262
,['he'],,,Seattle,North America,https://www.seattleix.net/,-122.33000,"{'ipv4': ['206.81.80.0/23', '206.81.82.0/23'], 'ipv6': ['2001:504:16::/64', '2001:504:16:1::/64']}",47.61000,,702,US,,SIX,,[],5809844,,
,['pdb'],29,WA,,North America,https://www.seattleix.net/,,"{'ipv4': ['206.81.82.0/23'], 'ipv6': ['2001:504:16:1::/64']}",,,703,US,,SIX Seattle (Jumbo),,['Seattle Internet Exchange (MTU 9000)'],,29,1285
,['he'],,,São João de Meriti,South America,https://www.sjnetwork.com.br/,,"{'ipv4': ['198.32.120.0/24'], 'ipv6': ['2804:259c:fa00::/64', '2001:504:49:1::/64']}",,,1775,BR,,SJ-CIX São João,,[],3448877,,
,"['pdb', 'he']",20871,New Brunswick,,North America,http://aixp.ca,,"{'ipv4': ['206.80.239.0/24'], 'ipv6': ['2001:504:37:20::/64']}",,,967,CA,,SJIX,,['Saint John Internet Exchange'],,20871,2387
,['pdb'],36369,,Salt Lake City,North America,https://slcix.com,-111.90000,"{'ipv4': ['23.145.120.0/24'], 'ipv6': []}",40.77000,,1803,US,,SLCIX,,[],5780993,36369,4286
,['he'],,,Salt Lake City,North America,http://slix.net,-111.90000,"{'ipv4': ['204.228.158.0/24', '149.112.13.0/24'], 'ipv6': ['2607:fa18:1:f00::/64', '2001:504:105::/64']}",40.77000,,1378,US,,SLIX,,[],5780993,,
,"['pdb', 'pch']",8808,UT,Salt Lake City,North America,http://slix.net,,"{'ipv4': ['149.112.13.0/24'], 'ipv6': ['2001:504:105::/48', '2001:504:105::/64']}",,1872,706,US,,SLIX - Salt Lake City Internet Exchange,SLC,['Salt Lake Internet Exchange'],5780993,8808,829
,"['pdb', 'he']",32816,,,North America,https://www.smart-ix.fr/,,"{'ipv4': ['149.112.46.0/24'], 'ipv6': ['2602:fb4a::/64']}",,,1662,,,SMART-IX,,['Saint-Martin Internet Exchange'],,32816,4008
,"['pdb', 'he', 'pch']",994,,Fujairah,Europe,http://www.smarthubix.ae/,56.29187,"{'ipv4': ['185.1.15.0/24'], 'ipv6': ['2001:7f8:7a::/64']}",25.14363,1977,707,AE,,SMARTHUB Internet Exchange,,['SH-IX'],292878,994,866
,['he'],,,Atlanta,North America,https://www.coresite.com/,-84.40000,"{'ipv4': ['206.123.24.0/24'], 'ipv6': ['2001:504:28::/64']}",33.86000,,709,US,,SNAP,,[],4180439,,
100015,"['pdb', 'he']",23018,,Tashkent,Asia-Pacific,http://www.sns-ix.uz,,"{'ipv4': ['185.239.152.0/22', '188.190.96.0/22', '194.62.108.0/22'], 'ipv6': ['2a0c:5d80::/64']}",,,1168,UZ,Shahrisabz str. 10B,SNS-IX,,[],1512569,23018,2836
,"['pdb', 'he', 'pch']",1901,NA,,Europe,https://www.sol-ix.net,,"{'ipv4': ['193.110.13.0/24', '193.110.12.0/24'], 'ipv6': ['2001:7f8:21:9::/64', '2001:7f8:21:10::/64', '2001:7f8:21:12::/64', '2001:7f8:21:11::/64']}",,228,710,SE,,SOLIX MTU1500,,"['SOLIX', 'Stockholm Open Local Internet Exchange MTU1500']",,1901,128
,['pdb'],1901,NA,,Europe,https://www.sol-ix.net,,"{'ipv4': ['193.110.12.0/24'], 'ipv6': ['2001:7f8:21:10::/64']}",,,1453,SE,,SOLIX MTU4470,,['Stockholm Open Local Internet Exchange MTU4470'],,1901,3702
,"['pdb', 'he']",26319,Vastra Gotaland,Gothenburg,Europe,https://sonix.network,,"{'ipv4': ['185.1.233.0/24'], 'ipv6': ['2001:7f8:117:1::/64']}",,,1519,SE,,SONIX Gothenburg,,['Sweden Open Network Internet eXchange'],2711537,26319,3745
,['pdb'],26319,,Malmö,Europe,https://sonix.network,,"{'ipv4': ['193.201.148.128/26'], 'ipv6': ['2001:7f8:117:2::/64']}",,,1804,SE,Västergatan 4,SONIX Malmo,,['Sweden Open Network Internet eXchange'],2692969,26319,4292
,"['pdb', 'he']",26319,,,Europe,https://sonix.network,,"{'ipv4': ['185.1.215.0/24'], 'ipv6': ['2001:7f8:117::/64']}",,,1454,SE,,SONIX Stockholm,,"['SONIX', 'Sweden Open Network Internet eXchange']",,26319,3607
,"['pdb', 'he']",24957,,,Asia-Pacific,http://sp-ixp.com/,,"{'ipv4': ['103.147.193.0/24'], 'ipv6': []}",,,1379,IN,,SP-iXP Mumbai,,['Smart-Peering Internet eXchange'],,24957,3463
,['pdb'],16698,,Moscow,Europe,http://space-ix.com,37.60000,"{'ipv4': ['46.22.50.0/24'], 'ipv6': []}",55.75000,,969,RU,,SPACE-IX,,[],524901,16698,2402
,"['pdb', 'he', 'pch']",15901,,Bishkek,Asia-Pacific,http://sr-ix.asia/,74.45178,"{'ipv4': ['185.54.252.0/24'], 'ipv6': ['2a00:7160:5::/64']}",42.87679,2180,970,KG,,SR-IX,,[],1528675,15901,2457
,['he'],,,Detroit,North America,https://whitehats.net/internet-exchange,-83.05988,"{'ipv4': ['136.175.224.96/27'], 'ipv6': ['2602:fcf6:f9::/64', '2602:fcf6:f::/64', '2001:7f8:f9:fed2::/64']}",42.34453,,1701,US,,STAR,,[],4990729,,
,"['pdb', 'he', 'pch']",12240,,,Europe,http://www.sthix.net,,"{'ipv4': ['185.1.88.0/24'], 'ipv6': ['2001:7f8:b0::/64']}",,1986,712,,,STHIX - Copenhagen,,['STHIX Copenhagen'],,12240,1869
,"['pdb', 'he', 'pch']",12240,,,Europe,http://www.sthix.net,,"{'ipv4': ['185.1.82.0/24'], 'ipv6': ['2001:7f8:ad::/64']}",,2155,713,SE,,STHIX - Gothenburg,,['STHIX Gothenburg'],,12240,1868
856 33,"['pdb', 'he', 'pch']",12240,Gavle,Sundsvall,Europe,https://www.sthix.net,,"{'ipv4': ['185.1.142.0/24'], 'ipv6': ['2001:7f8:dd::/64']}",,2154,1059,SE,Förrådsgatan 5,STHIX - Sundsvall,,[],2670781,12240,2677
,"['pdb', 'he', 'pch']",12240,,Umeå,Europe,https://www.sthix.net,20.28000,"{'ipv4': ['185.1.157.0/24'], 'ipv6': ['2001:7f8:e9::/64']}",63.80000,2234,1093,SE,,STHIX - Umeå,,[],602150,12240,2785
,['he'],,,Stockholm,Europe,http://www.sthix.net/,18.05000,"{'ipv4': [], 'ipv6': []}",59.33000,,715,SE,,STHIX Stockholm,,[],2673730,,
,['pdb'],36356,,Santiago,North America,https://stix.do,,"{'ipv4': ['45.68.40.0/24'], 'ipv6': ['2801:19:b800::/64']}",,,1805,DO,,STIX.DO,,['Santiago Internet Exhange'],3492914,36356,4281
,"['pdb', 'he']",14788,,Dhaka,Asia-Pacific,http://www.summitcommunications.net,90.38000,"{'ipv4': ['103.135.91.0/24'], 'ipv6': []}",23.77000,,1169,BD,,SUMMIT NIX,,[],1185241,14788,3079
,"['he', 'pch']",,,Moscow,Europe,http://www.svao-ix.ru/,37.60000,"{'ipv4': ['89.222.236.0/24'], 'ipv6': []}",55.75000,1976,716,RU,,SVAO-IX,,[],524901,,
,['pch'],,,Kingstown,Latin America,,-61.22458,"{'ipv4': ['206.83.46.0/26'], 'ipv6': []}",13.16023,2035,1521,Saint Vincent and the Grenadines,,SVGIX,,[],,,
,"['pdb', 'he']",28509,,,North America,http://www.sxmix.fr,,"{'ipv4': ['149.112.20.0/24'], 'ipv6': ['2001:504:111::/64']}",,,1412,,,SXMIX,,[],,28509,3530
,['he'],,,Bangkok,Asia-Pacific,http://www.symphony.net.th,100.60000,"{'ipv4': ['103.14.9.0/24'], 'ipv6': ['2400:6280:2::/48']}",13.92000,,717,TH,,SYMC-IX,,[],1609350,,
