asciiname,admin2_code,elevation,longitude,dem,feature_code,name,geoname_id,admin1_code,feature_class,population,admin3_code,geo_id,country_code,cc2,admin4_code,latitude,alternatenames
Libreville,,0,9.45356,8,PPLC,Libreville,2399697,01,P,578156,,2399697,GA,,,0.39241,"[""gorad librehvil'"", 'lbv', 'libarwil', 'liberopolis', 'librefille', 'librevil', ""librevil'"", 'librevila', 'librevilis', 'libreville', 'librevilo', 'librvil', 'libvil', 'limprebil', 'limprvil', 'liuravila', 'lbrwl', 'lbrywyl', 'li be rx wil', 'li bo wei er', 'libaravila', 'libarevile', 'libeuleubil', 'librevhila', 'librevili', 'lipravil', 'lybrfyl', 'lybrwwyl', 'lybrwyl', 'riburuvu~iru', 'λιμπρβίλ', 'λιμπρεβίλ', 'горад лібрэвіль', 'либрвил', 'либревил', 'либревиль', 'лібревіль', 'լիբրևիլ', 'ליברוויל', 'ליברעוויל', 'لبرول', 'لبریویل', 'ليبرفيل', 'لیبرویل', 'لیبرێڤیل', 'लिबरेविले', 'लिब्रेव्हिल', 'ਲਿਬਰਵਿਲ', 'லிப்ரவில்', 'ลีเบรอวิล', 'ལིབ་རེ་ཝིལ།', 'ლიბრევილი', 'ሊብረቪል', 'リーブルヴィル', '利伯維爾', '利伯维尔', '리브르빌']"
N'Djamena,,0,15.0444,299,PPLC,N'Djamena,2427123,15,P,721081,,2427123,TD,,,12.10672,"['fort-lamy', 'lamy', ""n'djamena"", 'ndj', 'ndjamena', 'ndjemena', 'ndzamena', 'ndzhamena', 'ndżamena', 'ndžamena', 'njameno', 'nĵameno', 'n’djamena', 'n’dj·amèna', 'tzamena', 'yamena', 'anjmyna', 'en jia mei na', 'eunjamena', ""ng'mnh"", 'njamena', 'τζαμένα', 'нджамена', ""נג'מנה"", 'أنجمينا', 'ንጃሜና', 'ンジャメナ', '恩賈梅納', '은자메나']"
Bamako,,0,-8.0,338,PPLC,Bamako,2460596,01,P,1297281,,2460596,ML,,,12.65,"['bko', 'bamaco - bamako', 'bamakas', 'bamako', 'bamaku', 'bamakó', 'bamakɔ', 'bammaco', 'bammako', 'mpamako', 'ba ma ke', 'bamako', 'bamakw', 'bmqw', 'μπαμάκο', 'бамако', 'բամակո', 'במקו', 'باماكو', 'باماکو', 'ባማኮ', 'バマコ', '巴馬科', '바마코']"
Sevilla,SE,0,-5.97317,16,PPLA,Sevilla,2510911,51,P,703206,41091,2510911,ES,,,37.38283,"[""gorad sevil'ja"", 'hispalis', 'lungsod ng sevilla', 'svq', 'sebilla', 'sebille', 'sevidzheh', ""sevil'ja"", 'sevila', 'sevileje', 'sevilha', 'sevilia', 'sevilija', 'sevilja', 'sevilla', 'seville', 'sevilo', 'sevilya', 'sevilėjė', 'seviya', 'seweliye', 'sewilla', 'sibilia', 'siviglia', 'sivilja', 'séville', 'séwéliye', 'ashbylyt', 'ceviya', ""isabili'a"", 'sai wei li ya', 'sai wei ya', 'sbylyh', 'sebi ya', 'sebiria', 'sebirya', 'sebiya', 'sevilia', 'swya', 'sybyya', 'σεβίλλη', 'горад севілья', 'севиджэ', 'севилья', 'севиля', 'севилја', 'севиља', 'севілья', 'սևիլյա', 'סביליה', 'סעווילא', 'إشبيلية', 'اشبیلیہ', 'سویا', 'سيبييا', 'سێڤیلیا', 'सेबिया', 'ਇਸ਼ਬੀਲੀਆ', 'செவீயா', 'เซบียา', 'სევილია', 'セビリア', 'セビリャ', '塞維亞', '塞维利亚', '세비야']"
Paterna,V,0,-0.43333,61,PPLA3,Paterna,2512862,60,P,64023,46190,2512862,ES,,,39.5,"['paterna', 'pa te er na', 'pateruna', 'патерна', 'パテルナ', '帕特尔纳']"
Murcia,MU,0,-1.13004,53,PPLA,Murcia,2513416,31,P,436870,30030,2513416,ES,,,37.98704,"['ciutat de murcia', 'ciutat de múrcia', 'mjv', 'murcia', 'murcie', 'murcio', 'murcja', 'mursia', 'mursija', 'múrcia', 'mrsyt', 'mu er xi ya', 'murushia', 'mwrsya', 'mwrsyh', 'мурсия', 'מורסיה', 'مرسية', 'مورسیا', 'ムルシア', '穆尔西亚']"
Malaga,MA,0,-4.42034,22,PPLA2,Málaga,2514256,51,P,568305,29067,2514256,ES,,,36.72016,"['agp', 'gorad malaga', 'malaca', 'malaga', 'malagae', 'malago', 'malaqa', 'màlaga', 'málaga', 'ma la jia', 'malaga', 'malaja', 'malaka', 'malga', 'mallaga', 'malqt', 'maraga', 'mlqt', 'μάλαγα', 'горад малага', 'малагæ', 'малага', 'մալագա', 'מאלגה', 'מלאגה', 'مالاجا', 'مالاگا', 'مالقة', 'مالگا', 'ملقة', 'مەلەگا', 'मलागा', 'மாலாகா', 'มาลากา', 'მალაგა', 'マラガ', '馬拉加', '马拉加', '말라가']"
Palermo,PA,14,13.33561,46,PPLA,Palermo,2523920,15,P,648260,082053,2523920,IT,,,38.13205,"['pmo', 'palerm', 'palerma', 'palermas', 'palerme', 'palermo', 'palermu', 'panormus', 'pałermo', 'ba lei mo shi', 'balyrmw', 'palermo', 'palleleumo', 'palrmw', 'parerumo', 'plrmw', 'палерма', 'палермо', 'פלרמו', 'باليرمو', 'پالرمو', 'पलेर्मो', 'パレルモ', '巴勒莫市', '팔레르모']"
Carini,PA,170,13.18274,173,PPLA3,Carini,2525350,15,P,35082,082021,2525350,IT,,,38.1324,"['carini', 'karina', 'карина']"
Fes,231,0,-5.00028,406,PPLA,Fès,2548885,03,P,964891,1423101071,2548885,MA,,,34.03313,"['fez', 'fes', 'fez', 'fès', 'fas', 'fezu', 'фес', 'فاس', 'フェズ']"
Casablanca,141,0,-7.61138,27,PPLA,Casablanca,2553604,06,P,3144909,,2553604,MA,,,33.58831,"['ad dar al bayda', ""ad dar al bayda'"", 'ad dār al bayḑā’', 'anafi', 'anfa', 'cas', 'casa branca', 'casablanca', 'casabranca', 'dar-el-beida', 'darul baidha', 'ed dar el baida', 'ed dār el baida', 'gorad kasablanka', 'kasablank', 'kasablanka', 'kasablankae', 'kazablanka', 'kazablanko', ""kazamplan'ka"", 'tigemmi tamellalt', 'white house', 'dar albydaʾ', 'ka sa bu lan ka', 'ka sab l xng ka', 'kacapilanka', 'kasabalanka', 'kasabeullangka', 'kasablanka', 'kasaburanka', 'kazablanka', 'qzblnqh', 'καζαμπλάνκα', 'горад касабланка', 'казабланка', 'касабланкæ', 'касабланка', 'կասաբլանկա', 'קזבלנקה', 'الدار البيضاء', 'دار البیضاء', 'کازابلانکا', 'کاسابلانکا', 'कासाब्लांका', 'কাসাব্লাংকা', 'ਕਾਸਾਬਲਾਂਕਾ', 'காசாபிளாங்கா', 'కాసాబ్లాంకా', 'ಕಾಸಾಬ್ಲಾಂಕಾ', 'കാസബ്ലങ്ക', 'กาซาบล็องกา', 'ກາຊາບັງກາ', 'ကာဆာဘလန်ကာမြို့', 'კასაბლანკა', 'ⴰⵏⴼⴰ', 'カサブランカ', '卡萨布兰卡', '카사블랑카']"
Taastrup,169,0,12.3016,15,PPLA2,Taastrup,2611828,17,P,30977,,2611828,DK,,,55.65006,"['taastrup', 'tastrup', 'tåstrup', 'тааструп']"
Skanderborg,746,0,9.93177,38,PPLA2,Skanderborg,2613887,18,P,13543,,2613887,DK,,,56.03434,['skanderborg']
Copenhagen,101,0,12.56553,14,PPLC,Copenhagen,2618425,17,P,1153615,,2618425,DK,,,55.67594,"['cph', 'cobanhavan', 'copenaga', 'copenaghen', 'copenaguen', 'copenhaga', 'copenhagen', 'copenhague', 'copenhaguen', 'copenhaguen - kobenhavn', 'copenhaguen - københavn', 'cóbanhávan', 'hafnia', 'kapehngagen', 'kaupmannahoefn', 'kaupmannahöfn', 'keypmannahavn', 'kjobenhavn', 'kjopenhamn', 'kjøpenhamn', 'kobenhamman', 'kobenhaven', 'kobenhavn', 'kodan', 'kodaň', 'koebenhavn', 'koeoepenhamina', 'koepenhamn', 'kopenage', 'kopenchage', 'kopengagen', 'kopenhaagen', 'kopenhag', 'kopenhaga', 'kopenhage', 'kopenhagen', 'kopenhagena', 'kopenhago', 'kopenhāgena', 'kopenkhagen', 'koppenhaga', 'koppenhága', 'kòpenhaga', 'köbenhavn', 'köpenhamn', 'kööpenhamina', 'københavn', 'københámman', 'ge ben ha gen', 'khopenheken', 'kopanahagana', 'kopenahagena', 'kopenahegena', 'kopenhagen', 'kwbnhaghn', 'kwpnhgn', 'qwpnhgn', 'κοπεγχάγη', 'капэнгаген', 'копенгаген', 'копенхаген', 'կոպենհագեն', 'קופנהאגן', 'קופנהגן', 'كوبنهاغن', 'كوپېنھاگېن', 'ܟܘܦܢܗܓܢ', 'कोपनहागन', 'কোপেনহাগেন', 'কোপেনহেগেন', 'โคเปนเฮเกน', 'ཀའོ་པེན་ཧ་ཀེན', 'კოპენჰაგენი', 'ኮፐንሀገን', 'ኮፕንሀግ', 'コペンハーゲン', '哥本哈根', '코펜하겐']"
Kongens Lyngby,173,0,12.50378,25,PPLA2,Kongens Lyngby,2618468,17,P,10600,,2618468,DK,DK,,55.77044,"['kgs. lyngby', 'konigs lyngby', 'lyngby']"
Esbjerg,561,0,8.45187,17,PPLA2,Esbjerg,2622447,21,P,72205,,2622447,DK,,,55.47028,"['ebj', ""ehsb'erg"", 'esber', 'esberg', 'esbjaerg', 'esbjerg', 'esbjerga', 'esbjergas', 'esbjærg', 'esbyerq', 'ai si bi yue', 'asbjrg', 'asbyrg', 'aysbyrgh', 'esbieri', 'eseubieleu', 'esubyau', 'xe sbiyer', 'есбер', 'есбєрг', 'есбјерг', 'эсбьерг', 'אסביירג', 'إيسبيرغ', 'اسبجرگ', 'اسبیرگ', 'เอสบีเยร์', 'ესბიერი', 'エスビャウ', '埃斯比约', '에스비에르']"
Albertslund,165,0,12.36381,12,PPLA2,Albertslund,2624906,17,P,30000,,2624906,DK,,,55.65691,"[""al'bertslunn"", 'albertslun', 'albertslund', 'albertslund chu-ti-chhi', 'albertslund chū-tī-chhī', 'albertslund kommune', 'albertslund komuun', 'albertslund municipality', 'albertslund koezseg', 'albertslund kommune', 'albertslund község', 'albertslundin kunta', 'comuna albertslund', 'gmina albertslund', 'kommun albertslund', 'municipi dalbertslund', 'munisipalitas albertslund', 'munisipaliti albertslund', 'a er bei te si long zi zhi shi', 'альбертслунн', 'ալբերտսլուն', 'شهر البرتس\u200cلاند', '阿爾貝特斯隆自治市']"
West Drayton,GLA,0,-0.46667,29,PPL,West Drayton,2634451,ENG,P,12156,F9,2634451,GB,,,51.5,"['drayton thiar', 'west drayton', 'vesta dretana', 'वेस्ट ड्रेटन']"
Swinton,I2,0,-2.35,46,PPL,Swinton,2636373,ENG,P,20000,,2636373,GB,,,53.5,['swinton']
Slough,M1,0,-0.59541,33,PPLA2,Slough,2637627,ENG,P,163777,,2637627,GB,,,51.50949,"['slau', 'slough', 'слау']"
Newport,Y6,0,-2.99835,16,PPLA2,Newport,2641598,WLS,P,306844,00PR026,2641598,GB,,,51.58774,"['casnewydd', ""gorad n'jupart"", ""n'juport"", 'newport', 'niouport', 'niuportas', 'njuport', 'novus burgus', 'nuporta', 'nyuport', 'trefdraeth', 'xne', ""n'yuporta"", 'niu bo te', 'niw phxrt', 'nyupoteu', 'nyupoto', 'nywbwrt', 'nywpwrt', 'ņūporta', 'νιούπορτ', 'њупорт', 'горад ньюпарт', 'ньюпорт', 'нюпорт', 'նյուպորտ', 'ניופורט', 'نيوبورت', 'نیوپورت', 'نیوپورٹ', 'نیوپورٹ، ویلز', 'न्यूपोर्ट', 'นิวพอร์ต', 'ニューポート', '纽波特', '뉴포트']"
Newcastle upon Tyne,I7,0,-1.61396,54,PPLA2,Newcastle upon Tyne,2641673,ENG,P,192382,,2641673,GB,,,54.97328,"['an caisteal nuadh', ""gorad n'jukasl-apan-tajn"", ""n'jukasl"", ""n'jukasl-apon-tajn"", 'ncl', 'neuchate', 'neuchâté', 'newcastle', 'newcastle tren song tyne', 'newcastle trên sông tyne', 'newcastle upon tyne', 'newcastle-on-tyne', 'newcastle-upon-tyne', 'nioukasl', 'niukaslas prie taino', 'njukasl na tajnu', 'njukasul upon tajn', 'novum castellum', 'nukasla pie tainas', 'nyukasl apon tayn', ""n'yukesala apona ta'ina"", ""ni'ukyasala apana tya'ina"", 'niw khas seilxa phxn thin', 'nyukaeseul-eopontain', 'nywkasl', 'nywkasl abwn tayn', 'tai en he pan niu ka si er', 'ņūkāsla pie tainas', 'νιούκασλ', 'њукасл на тајну', 'горад ньюкасл-апан-тайн', 'ньюкасл', 'ньюкасл-апон-тайн', 'нюкасъл ъпон тайн', 'ניוקאסטל', 'ניוקאסל', 'نيوكاسل أبون تاين', 'نیوکاسل', 'نیوکاسڵ', 'न्यूकॅसल अपॉन टाईन', 'নিউক্যাসল আপন ট্যাইন', 'นิวคาสเซิลอะพอนไทน์', 'ნიუკასლ-აპონ-ტაინი', 'ニューカッスル・アポン・タイン', '泰恩河畔纽卡斯尔', '뉴캐슬어폰타인']"
Manchester,I2,0,-2.23743,51,PPLA2,Manchester,2643123,ENG,P,395515,,2643123,GB,,,53.48095,"['gorad manchehstehr', 'man', 'mameceaster', 'manceinion', 'mancesteris', 'mancestra', 'manchain', 'manchester', 'manchestur', 'manchetre', 'manchuin', 'manchéstér', 'manchêtre', 'mancunium', 'mantsester', 'mančesteris', 'mančestra', 'mánchester', 'maencheseuteo', 'maincestara', 'mamcestara', 'man che si te', 'mancestar', 'manchesuta', 'manshstr', 'mnchstr', 'mnchystyr', ""mnz'str"", 'myanacestara', 'myancestar', 'μάντσεστερ', 'горад манчэстэр', 'манчестер', 'манчестър', 'מאנטשעסטער', ""מנצ'סטר"", 'مانشستر', 'مانچسٹر', 'منچئستئر', 'منچستر', 'मँचेस्टर', 'मैन्चेस्टर', 'ম্যানচেস্টার', 'மான்செஸ்டர்', 'మాంచెస్టర్', 'ಮ್ಯಾಂಚೆಸ್ಟರ್', 'മാഞ്ചസ്റ്റർ', 'แมนเชสเตอร์', 'მანჩესტერი', 'ማንችስተር', 'マンチェスター', '曼彻斯特', '맨체스터']"
City of London,GLA,0,-0.09184,27,PPLA3,City of London,2643741,ENG,P,8072,H9,2643741,GB,,,51.51279,"['bandaraya london', 'cathair londan', 'ceety o lunnon', 'cidade de londres', 'cite de londres', 'citta di londra', 'città di londra', 'city', 'city de londres', 'city of london', 'cité de londres', 'civitas londinium', 'dakbayan sa londres', 'dinas llundain', 'idolobha welondon', 'ker londrez', 'kota london', 'kêr londrez', 'la city', 'london', 'londonas sitija', 'londono sitis', ""londons'ke siti"", ""londons'ke siti"", 'londra sehri', 'londra şehri', 'lontoon city', 'lun-tun chhi', 'lundenceaster', 'lundunaborg', 'lundúnaborg', 'lungsod ng londres', 'lûn-tun chhī', 'sici', 'siti', 'siti tou londinou', 'square mile', 'thanh pho luan gjon', 'the city', 'thành phố luân đôn', 'hsyty sl lwndwn', 'lun dui cheng', 'lun dui jin rong cheng', 'lun dui shi', 'mdynt lndn', 'nkhr lxndxn', 'siti ofa landana', 'siti opha landana', 'sitiobeuleondeon', 'syty lndn', 'σίτι του λονδίνου', 'лондонське сіті', 'лондонське сіті', 'сити', 'сіці', 'լոնդոնյան սիթի', 'הסיטי של לונדון', 'סיטי פון לאנדאן', 'سیتی لندن', 'لندن شہر', 'مدينة لندن', 'सिटी ऑफ लंडन', 'सिटी ऑफ़ लंदन', 'นครลอนดอน', 'シティ・オブ・ロンドン', '伦敦城', '倫敦市', '倫敦金融城', '시티오브런던']"
London,GLA,0,-0.12574,25,PPLC,London,2643743,ENG,P,7556900,,2643743,GB,,,51.50853,"['gorad londan', 'ilondon', 'lon', 'lakana', 'landan', 'landen', 'ljondan', 'llundain', 'lodoni', 'londain', 'londan', 'londar', 'londe', 'londen', 'londin', 'londinium', 'londino', 'londn', 'london', 'london osh', 'londona', 'londonas', 'londoni', 'londono', 'londons', 'londonu', 'londra', 'londres', 'londrez', 'londri', 'londro', 'londye', 'londyn', 'londýn', 'lonn', 'lontoo', 'loundres', 'luan gjon', 'lun-tun', 'lunden', 'lundra', 'lundun', 'lundunir', 'lundúnir', 'lung-dung', 'lunnainn', 'lunnin', 'lunnon', 'luân đôn', 'lùn-tûn', 'lùng-dŭng', 'lûn-tun', 'lākana', 'lůndůn', 'lọndọnu', 'ranana', 'rānana', 'ilantan', 'ladana', 'landan', 'landana', 'leondeon', 'lndn', 'london', 'londoni', 'lun dui', 'lun dun', 'lwndwn', 'lxndxn', 'rondon', 'łondra', 'λονδίνο', 'горад лондан', 'лондан', 'лондон', 'лондон ош', 'лондонъ', 'лёндан', 'լոնդոն', 'לאנדאן', 'לונדון', 'لأندأن', 'لندن', 'لوندون', 'لەندەن', 'ܠܘܢܕܘܢ', 'लंडन', 'लंदन', 'लण्डन', 'लन्डन्', 'लन्दन', 'লন্ডন', 'ਲੰਡਨ', 'લંડન', 'ଲଣ୍ଡନ', 'இலண்டன்', 'లండన్', 'ಲಂಡನ್', 'ലണ്ടൻ', 'ලන්ඩන්', 'ลอนดอน', 'ລອນດອນ', 'ལོན་ཊོན།', 'လန်ဒန်မြို့', 'ლონდონი', 'ለንደን', 'ᎫᎴ ᏗᏍᎪᏂᎯᏱ', 'ロンドン', '伦敦', '倫敦', '런던']"
Liverpool,H8,0,-2.97794,30,PPLA2,Liverpool,2644210,ENG,P,864122,,2644210,GB,,,53.41058,"['gorad liverpul', 'lpl', 'learpholl', 'lerphoyll', 'lerpwl', 'liberpoul', 'liverpolium', 'liverpool', 'liverpuil', 'liverpul', ""liverpul'"", 'liverpule', 'liverpulis', 'liverpūle', 'livurpul', 'liwerpol', 'liwérpol', ""poll a' ghruthain"", ""poll a' ghrùthain"", 'li wu pu', 'libeopul', 'livarapula', 'livarpul', 'livharapula', 'liwexrphul', 'lybrpwl', 'lyfrbwl', 'lywr pwl', 'lywrpwl', 'rivu~apuru', 'λίβερπουλ', 'горад ліверпул', 'ливерпул', 'ливерпуль', 'ливерпүүл', 'ливърпул', 'ліверпуль', 'լիվերպուլ', 'ליברפול', 'ליווערפול', 'ليفربول', 'لیور پول', 'لیورپول', 'لیڤەرپوول', 'ܠܝܒܪܦܘܠ', 'लिवरपूल', 'लिव्हरपूल', 'லிவர்பூல்', 'ಲಿವರ್\u200cಪೂಲ್', 'ലിവർപൂൾ', 'ลิเวอร์พูล', 'ლივერპული', 'ሊቨርፑል፣ እንግሊዝ', 'リヴァプール', '利物浦', '리버풀']"
Leeds,H3,0,-1.54785,50,PPLA2,Leeds,2644688,ENG,P,455123,,2644688,GB,,,53.79648,"['gorad lids', 'lba', 'ledesia', 'leeds', 'lids', 'lidsa', 'lidsas', 'lijds', 'lints', 'loidis', 'līdsa', 'ritis', 'li ci', 'lidjha', 'lids', 'lidsa', 'lidzi', 'lie si', 'lijeu', 'lyds', 'lydz', 'rizu', 'ληντς', 'горад лідс', 'лидс', 'лийдс', 'лідс', 'լիդս', 'לידז', 'לידס', 'ليدز', 'لیدز', 'لیڈز', 'ܠܝܕܣ', 'लीड्स', 'લીડ્ઝ', 'లీడ్స్', 'ಲೀಡ್ಸ್', 'ลีดส์', 'ლიდზი', 'リーズ', '列斯', '利兹', '리즈']"
Hayes,GLA,0,-0.4234,39,PPL,Hayes,2647261,ENG,P,50000,F9,2647261,GB,,,51.51579,['']
Glasgow,V2,0,-4.25763,40,PPLA2,Glasgow,2648579,SCT,P,591620,,2648579,GB,,,55.86515,"['gla', 'glascho', 'glaschu', 'glaschú', 'glasgovo', 'glasgow', 'glasgua', 'glaskobe', 'glazgas', 'glazgo', 'glazgos', 'glazgou', 'glazgov', 'glazgova', 'glazgua', 'glesga', 'glázgua', 'glāzgova', 'gorad glazga', 'kak-la-su-ko', 'kak-là-sṳ̂-kô', 'qlazqo', 'galasago', 'ge la si ge', 'geullaeseugo', 'ghlaskw', 'glasago', 'glasgo', 'glasgw', 'glasgwv', 'glazgo', 'glyasgo', 'gurasugo', 'jlasjw', 'kilasko', 'klas kow', 'γλασκώβη', 'глазго', 'глазгов', 'глазгоу', 'горад глазга', 'գլազգո', 'גלאזגא', 'גלאזגו', 'جلاسجو', 'غلاسكو', 'گلاسگو', 'گلاسگوۋ', 'گلاسگۆ', 'ग्लासगो', 'ग्लास्गो', 'গ্লাসগো', 'ਗਲਾਸਗੋ', 'கிளாஸ்கோ', 'గ్లాస్గో', 'ಗ್ಲ್ಯಾಸ್ಗೋ', 'กลาสโกว์', 'ဂလပ်စဂိုးမြို့', 'გლაზგო', 'ግላዝጎ', 'グラスゴー', '格拉斯哥', '글래스고']"
Edinburgh,U8,0,-3.19648,66,PPLA,Edinburgh,2650225,SCT,P,464990,,2650225,GB,,,55.95206,"['aebura', 'caeredin', 'dinedin', 'doon edin', 'dun eideann', 'dùn èideann', 'dún éideann', 'edi', 'ebora', 'edimborg', 'edimborgh', 'edimbourg', 'edimbourgo', 'edimburg', 'edimburgh', 'edimburgo', 'edimburgo - dun eideann', 'edimburgo - dùn èideann', 'edimburgu', 'edimburgum', 'edimbùrgh', 'edinbo', 'edinboarch', 'edinborg', 'edinburc', 'edinburg', 'edinburga', 'edinburgas', 'edinburgh', 'edinburgo', 'edinburq', 'edinburrie', 'edynburg', 'ehdinburg', 'embra', 'gorad ehdynburg', 'idinburg', 'adnbrt', 'adynbrw', 'ai ding bao', 'edeunbeoleo', 'edinabara', 'edinbara', 'edinburgi', 'etinparo', 'xedinbara', 'édimbourg', 'εδιμβούργο', 'горад эдынбург', 'единбург', 'эдинбург', 'էդինբուրգ', 'אדינבורו', 'עדינבורג', 'إدنبرة', 'ئێدینبەرە', 'ادینبرو', 'ایڈنبرا', 'एडिनबरा', 'एदिनबरा', 'এডিনবরা', 'எடின்பரோ', 'ಎಡಿನ್\u200cಬರ್ಗ್\u200c\u200c', 'എഡിൻബറോ', 'เอดินบะระ', 'အက်ဒင်ဗာရာမြို့', 'ედინბურგი', 'エディンバラ', '爱丁堡', '에든버러']"
Chessington,GLA,0,-0.30427,44,PPL,Chessington,2653229,ENG,P,19433,G7,2653229,GB,,,51.3624,"['chessington', 'cesingtana', 'चेसिंग्टन']"
