asciiname,admin2_code,elevation,longitude,dem,feature_code,name,geoname_id,admin1_code,feature_class,population,admin3_code,geo_id,country_code,cc2,admin4_code,latitude,alternatenames
Baar,900,0,8.52954,447,PPL,Baar,2661653,ZG,P,20546,1701,2661653,CH,,,47.19625,"['baar', 'bar', 'бар']"
Upplands Vaesby,0114,0,17.91128,17,PPLA2,Upplands Väsby,2666238,26,P,36534,,2666238,SE,,,59.51839,"['uplands vasby', 'uplands vesbi', 'uplands vesbis', 'uplands vesbju', 'uplands väsby', 'upplands vasby', 'vasby', 'vasby villastad', 'väsby', 'väsby villastad', 'awplndz wzbh', 'упландс весби', 'упландс весбю', 'اوپلندز وزبه', 'اپلینڈز ویسبی']"
Sundsvall,2281,0,17.3063,26,PPLA2,Sundsvall,2670781,24,P,57606,,2670781,SE,,,62.39129,"[""gorad sundsval'"", 'sdl', 'sountsval', 'sundsval', 'sundsval fa', 'sundsvalis', 'sundsvall', ""sundsvall'"", 'sndsfal', 'sndswal', 'song zi wa er', 'sundsvali', 'sunseubal', 'suntsuvu~aru', 'swndswal', 'σούντσβαλ', 'горад сундсваль', 'сундсвал', 'сундсвалль', 'սունդսվալ ֆա', 'סונדסוואל', 'سندسفال', 'سندسوال', 'سوندسوال', 'სუნდსვალი', 'スンツヴァル', '松茲瓦爾', '순스발']"
Stockholm,0180,0,18.0649,28,PPLC,Stockholm,2673730,26,P,1515017,,2673730,SE,,,59.33258,"['estocolm', 'estocolme', 'estocolmo', 'estocolmu', 'estocòlme', 'estokolma', 'estokolmo', ""gorad stakgol'm"", 'holmia', 'sto', 'stjokolna', 'stoccholm', 'stoccolma', 'stockholbma', 'stockholm', 'stockolm', 'stocolm', 'stocolma', 'stocòlma', 'stocólma', 'stokcholme', ""stokgol'm"", ""stokgol'm osh"", 'stokgolm', ""stokhol'm"", 'stokholm', 'stokholma', 'stokholmas', 'stokholmi', 'stokholmo', 'stokkholm', 'stokkholmur', 'stokkhólmur', 'stokkolma', ""stokol'ma"", 'stokolm', 'stuculma', 'stuokhuolms', 'stócólm', 'sztokholm', 'sztokhòlm', 'tukholma', 'astkhlm', 'satakahoma', 'seutogholleum', 'si de ge er mo', ""stak'hom"", 'stakahoma', 'stokahoma', 'stwkhwlm', 'stwqhwlm', 'stxkholm', 'sutokkuhorumu', 'štokholm', 'στοκχόλμη', 'горад стакгольм', 'стокhольм', 'стокгольм', 'стокгольм ош', 'стокольма', 'стокхолм', 'стокҳолм', 'стёколна', 'ստոկհոլմ', 'סטוקהולם', 'שטאקהאלם', 'استکهلم', 'ستوكهولم', 'ستۆکھۆڵم', 'سٹاکہوم', 'ܣܛܘܩܗܘܠܡ', 'स्टकहोम', 'स्टॉकहोम', 'स्तकहोम', 'স্টকহোম', 'ਸਟਾਕਹੋਮ', 'ஸ்டாக்ஹோம்', 'స్టాక్\u200cహోమ్', 'ಸ್ಟಾಕ್\u200dಹೋಮ್', 'സ്റ്റോക്ക്\u200cഹോം', 'สตอกโฮล์ม', 'སི་ཏོག་ཧོ་ལིམ།', 'စတော့ဟုမ်းမြို့', 'სტოკჰოლმი', 'ስቶኮልም', 'ᔅᑑᒃᓱᓪᒻ/stuukhulm', 'ストックホルム', '斯德哥尔摩', '斯德哥爾摩', '스톡홀름', '𐍃𐍄𐌿𐌺𐌺𐌰𐌷𐌿𐌻𐌼𐍃']"
Spanga,0180,0,17.90033,15,PPLX,Spånga,2674908,26,P,0,,2674908,SE,,,59.38122,['']
Sollentuna,0163,0,17.95093,25,PPLA2,Sollentuna,2675408,26,P,139606,,2675408,SE,,,59.42804,['']
Skaerholmen,0126,0,17.90196,39,PPL,Skärholmen,2678127,26,P,0,,2678127,SE,,,59.27549,['']
Malmoe,1280,10,13.00073,12,PPLA,Malmö,2692969,27,P,301706,,2692969,SE,,,55.60587,"['mma', ""mal'mjo"", ""malm'o"", 'malme', 'malmey', 'malmo', 'malmoe', 'malmogia', 'malmö', 'malmø', 'málmey', 'ma er mo', 'marume', 'малме', 'малмьо', 'мальмё', 'מאלמה', 'マルメ', '马尔莫', '马尔默']"
Lund,1281,0,13.19321,51,PPLA2,Lund,2693678,27,P,87244,,2693678,SE,,,55.70584,"['gorad lund', 'lount', 'lund', 'lunda', 'lundas', 'lundur', 'long de', 'lund', 'lunda', 'lundeu', 'lundi', 'lunt', 'lwnd', 'rundo', 'λουντ', 'горад лунд', 'лунд', 'лөнд', 'لنڈ', 'لوند', 'لونڈ', 'লুন্ড', 'லுண்ட்', 'ลุนด์', 'ლუნდი', 'ルンド', '隆德', '룬드']"
Kista,0180,0,17.94479,27,PPL,Kista,2700791,26,P,10254,,2700791,SE,,,59.40316,"['chista', 'kista', 'siseuta', 'xi si ta', 'киста', 'чиста', '希斯塔', '시스타']"
Helsingborg,1283,0,12.69437,13,PPLA2,Helsingborg,2706767,27,P,104250,,2706767,SE,,,56.04673,"['agh', ""chelsin'nkmpornk"", ""gel'sinborg"", ""gorad khel'singbarg"", 'haelsingborg', 'helsingborg', 'helsingborgas', 'helsingborja', 'helsingjaborg', 'helsingoburgum', 'hälsingborg', ""khel'sinborg"", ""khel'singborg"", 'khelsingborg', 'khelsingbori', 'he er xin bao', 'hel si ngb xry', 'helsingboli', 'helsingborgi', 'herushinbori', 'hlsyngbwrg', 'hlsynghbwrgh', 'xi xing bao', 'χέλσινγκμποργκ', 'гельсінборг', 'горад хельсінгбарг', 'хелсингборг', 'хелсингбори', 'хельсинборг', 'хельсингборг', 'הלסינגבורג', 'هلسينغبورغ', 'هلسینگبورگ', 'ہلسنگبورگ', 'เฮลซิงบอรย์', 'ჰელსინგბორგი', 'ヘルシンボリ', '希星堡', '赫尔辛堡', '헬싱보리']"
Goeteborg,1480,0,11.96679,10,PPLA,Göteborg,2711537,28,P,572799,,2711537,SE,,,57.70716,"[""g'oteborg"", 'got', 'gautaborg', 'geteborg', 'geteborga', 'geteborgas', 'gjoteborg', 'goeteborg', 'goeteborq', 'gorad gjotehbarg', 'goteborg', 'goteburg', 'gotemburgo', 'gotenburg', 'gothembourg', 'gothenburg', 'gothoburgum', 'gotnburg', 'gottenborg', 'göteborg', 'göteborq', 'gøteborg', 'gēteborga', 'nketempornk', 'ge de bao', 'ghwtnbrgh', 'gtbwrg', 'jwtnbrj', 'kx then beirk', 'yeteboli', 'yohateborya', 'yotebori', 'ywtbry', 'γκέτεμποργκ', 'гетеборг', 'горад гётэбарг', 'гьотеборг', 'гётеборг', 'גטבורג', 'געטעבארג', 'جوتنبرج', 'غوتنبرغ', 'گووتھنبرگ', 'یوتبری', 'योहतेबोर्य', 'กอเทนเบิร์ก', 'გეტებორგი', 'ዬተቦርይ', 'ᐃᐅᑕᐳᕆ', 'ヨーテボリ', '哥德堡', '예테보리']"
Gaevle,2180,0,17.14174,3,PPLA,Gävle,2712414,03,P,74884,,2712414,SE,,,60.67452,"['evle', 'gvx', 'gaefle', 'gaevle', 'gefle', 'gevalia', 'gorad eule', 'gäfle', 'gävle', 'jevle', 'jevlė', 'jēvle', 'evle', 'i~evure', 'yblh', 'ye fu lei', 'yebeulle', 'yefle', 'yflh', 'ywlh', 'євле', 'јевле', 'горад еўле', 'евле', 'йевле', 'יבלה', 'يفله', 'گاولے', 'یاولہ', 'یوله', 'เยฟเล', 'ევლე', 'イェヴレ', '耶夫勒', '예블레']"
Falkenberg,1382,0,12.49118,15,PPLA2,Falkenberg,2715573,06,P,24099,,2715573,SE,,,56.90552,"[""fal'kenberg"", 'falkenberg', 'falkenbergas', 'falkenbergs', 'falkenberi', 'xym', 'fa er ken bei li', 'falknbrgh', 'farukenberi', 'flknby', 'palkenbeli', 'фалкенберг', 'фалкенбери', 'фалькенберг', 'فالكنبرغ', 'فلکنبی', 'ファルケンベリ', '法尔肯贝里', '팔켄베리']"
Porto,1312,0,-8.61099,97,PPLA,Porto,2735943,17,P,249633,131212,2735943,PT,,,41.14961,"['opo', 'oporto', 'porto', 'portu', 'portus cale', 'bo tu', 'bwrtw', 'poruto', 'pwrtw', 'πορτο', 'πόρτο', 'порто', 'порту', 'פורטו', 'بورتو', 'پورتو', 'პორტუ', 'ポルト', '波圖']"
Zwolle,0193,0,6.09444,9,PPLA,Zwolle,2743477,15,P,111805,,2743477,NL,,,52.5125,"['gemeen zwolle', 'gorad zvolle', 'svolla', 'swol', 'zvole', 'zvolle', 'zvolė', 'zwolle', 'ci wo lei', 'jeubolleo', 'jhvola', 's wol lex', 'zfwlh', 'zi wo lei', 'zuvu~ore', 'zvole', 'zwwlh', 'горад зволле', 'зволе', 'зволле', 'զվոլե', 'زفوله', 'زولے', 'زووله', 'झ्वोला', 'ซโวลเลอ', 'ზვოლე', 'ズヴォレ', '兹沃勒', '즈볼러']"
Zuidbroek,1987,0,6.86111,0,PPL,Zuidbroek,2743800,04,P,2255,,2743800,NL,NL,,53.16333,"['zuidbreek', 'zuidbrock', 'zuidbruek']"
Zoetermeer,0637,0,4.49306,0,PPL,Zoetermeer,2743856,11,P,115845,,2743856,NL,,,52.0575,"['zeutermaer', 'zoetermeer', 'zwtrmyyr', 'זוטרמייר']"
Waalwijk,0867,0,5.07083,4,PPL,Waalwijk,2745123,06,P,45610,,2745123,NL,,,51.6825,['waalwijk']
Steenbergen,0851,0,4.31944,2,PPL,Steenbergen,2746804,06,P,23582,,2746804,NL,,,51.58417,['steenbergen']
Spijkenisse,1930,0,4.32917,1,PPL,Spijkenisse,2746932,11,P,74988,,2746932,NL,,,51.845,['spijkenisse']
Sittard,1883,0,5.86944,48,PPL,Sittard,2747203,05,P,48400,,2747203,NL,,,50.99833,"['sitardas', 'sittard', 'zittert', 'sitaleuteu', 'sytard', 'xi ta de', 'ситтард', 'سیتارد', '錫塔德', '시타르트']"
The Hague,0518,0,4.29861,4,PPLG,The Hague,2747373,11,P,474292,,2747373,NL,,,52.07667,"[""'s-gravenhage"", 'a haia', 'an haig', 'an háig', 'chage', ""d'n haog"", 'de haach', 'den haag', 'gaaga', 'hag', 'haag', 'hag', 'haga', 'hago', 'hague', 'hága', 'hāga', 'khag', 'khaga', ""l'aia"", 'la haia', 'la haya', 'la haye', 'lahey', 'the hague', 'den・hagu', 'haaga', 'hai ya', 'heigeu', 'lahay', 'lahh', 'χάγη', 'гаага', 'хаг', 'хага', 'האג', 'لاهاي', 'لاهه', 'ჰააგა', 'デン・ハーグ', '海牙', '헤이그']"
Schiphol,0394,0,4.75,-5,PPL,Schiphol,2747542,07,P,100,,2747542,NL,,,52.3,"['aerodrom amsterdam', 'aerodrom schiphol', 'aerodrom skhipkhol', ""aeroport d'amsterdam-schiphol"", 'aeroport damsterdam-schiphol', 'aeroporto de amsterdao schiphol', 'aeroporto de amsterdão schiphol', 'aeroporto di amsterdam-schiphol', 'aeroportul amsterdam schiphol', 'aeropuerto de amsterdam-schiphol', 'aeropuerto de ámsterdam-schiphol', 'amsterdam airport schiphol', 'amsterdam schiphol havalimani', 'amsterdam schiphol havalimanı', 'amsterdam sxiphol hawa alani', 'amsterdam sxiphol hawa alanı', 'amsterdam lufthamn', 'amsterdam-schiphol aireportua', 'amsterdami schipholi lennujaam', 'amszterdam-schiphol repueloter', 'amszterdam-schiphol repülőtér', ""aéroport d'amsterdam-schiphol"", 'bandar udara internasional schiphol', 'bandara internasional schiphol', 'bandhar udhara internasional schiphol', 'diethnes aerodromio skipchol', 'flughafen schiphol', 'flughaveno schiphol', 'lapangan terbang schiphol', 'letalisce schiphol', 'letališče schiphol', 'letishhe skhipkhol', 'letisko amsterdam schiphol', 'luchthaven schiphol', 'lughawe schiphol', 'port lotniczy amsterdam-schiphol', 'rijk', 'san bay amsterdam schiphol', 'schiphol', 'schiphol lufthavn', 'schiphol-rijk', 'schipholin kansainvaelinen lentoasema', 'schipholin kansainvälinen lentoasema', 'skhipgol', 'skhipkhol', 'sân bay amsterdam schiphol', 'a mu si te dan shi ji pu ji chang', 'amstartam vanurti nilaiyam skaipol', 'frwdgah askhyphwl amstrdam', 'mtar skhybwl amstrdam', 'seuhipol gugjegonghang', 'sukiporu kong gang', 'διεθνές αεροδρόμιο σκίπχολ', 'аеродром амстердам', 'аеродром схипхол', 'летище схипхол', 'схипхол', 'схіпгол', 'фурудгоҳи бин\u200cалмилалӣ шифул омистирдом', 'נמל התעופה סכיפהול', 'فرودگاه اسخیپهول آمستردام', 'مطار سخيبول أمستردام', 'अ\u200dॅम्स्टरडॅम विमानतळ श्चिफोल', 'ஆம்ஸ்டர்டம் வானூர்தி நிலையம் ஸ்கைபோல்', 'სხიპჰოლი', 'スキポール空港', '阿姆斯特丹史基浦機場', '스히폴 국제공항']"
Rotterdam,0599,0,4.47917,9,PPL,Rotterdam,2747891,11,P,598199,,2747891,NL,,,51.9225,"['gorad ratehrdam', 'rtm', 'roterdam', 'roterdama', 'roterdamas', 'roterdami', 'roterdamo', 'roterdan', 'roterdao', 'roterdão', 'roterntam', 'roterodamum', 'rotterdam', 'rottérdam', 'róterdam', 'róterdan', 'loteleudam', 'lu te dan', 'rattartem', 'rotaradema', 'rotterudamu', 'rtrdam', 'rwtrdam', 'rwtrdm', 'rxt the xr dam', 'ρότερνταμ', 'горад ратэрдам', 'ротердам', 'роттердам', 'ראטערדאם', 'רוטרדם', 'راٹرڈیم', 'رتردام', 'روتردام', 'ܪܘܛܪܕܐܡ', 'रॉटरडॅम', 'ராட்டர்டேம்', 'รอตเทอร์ดาม', 'ရော်တာဒမ်မြို့', 'როტერდამი', 'ロッテルダム', '鹿特丹', '로테르담']"
Rijen,0784,0,4.91944,11,PPL,Rijen,2748130,06,P,16230,,2748130,NL,NL,,51.59083,['reijen']
Oude Meer,0394,0,4.78611,-3,PPL,Oude Meer,2749063,07,P,175,,2749063,NL,,,52.28833,['']
Naaldwijk,1783,0,4.20972,4,PPL,Naaldwijk,2750523,11,P,17753,,2750523,NL,,,51.99417,"['naldvejk', 'налдвейк']"
Meppel,0119,0,6.19444,2,PPL,Meppel,2750947,01,P,30697,,2750947,NL,,,52.69583,"['meppel', 'меппел']"
Maastricht,0935,0,5.68889,56,PPLA,Maastricht,2751283,05,P,122378,,2751283,NL,,,50.84833,"['gorad maastrykht', 'mst', 'maastricht', 'maastrikht', 'maestricht', 'mastrichtas', 'mastrihta', 'mastrikht', 'mastrique', 'mastrixt', 'mestreech', 'māstrihta', 'traiectum mosae', 'ma si te li he te', 'mas thrichth', 'maseuteuliheuteu', 'mastrikhta', 'mastrikt', 'mastrkht', 'mastrsht', 'mastrykht', 'masutorihito', 'μάαστριχτ', 'горад маастрыхт', 'маастрихт', 'мастрихт', 'մաստրիխտ', 'מאסטריכט', 'ماسترخت', 'ماسترشت', 'ماستریخت', 'मास्ट्रिख्ट', 'மாஸ்ட்ரிக்ட்', 'มาสทริชท์', 'მაასტრიხტი', 'マーストリヒト', '马斯特里赫特', '마스트리흐트']"
Leeuwarden,0080,0,5.80859,0,PPLA,Leeuwarden,2751792,02,P,91424,,2751792,NL,,,53.20139,"['gorad leuvardehn', ""l'ovet"", 'lwr', 'leeuwarden', 'leewarden', 'leuvarden', 'leuvardena', 'leuvardenas', 'leyvarden', 'lieuwarden', 'liewarde', 'liwwadden', 'ljouwert', 'leiualeudeon', 'lew ar dein', 'liyuvardena', 'lu fa deng', 'lywwardn', 'rewaruden', 'горад леўвардэн', 'леуварден', 'льовет', 'ليوواردن', 'لیوواردن', 'लीयुवार्डेन', 'เลวาร์เดิน', 'レーワルデン', '吕伐登', '레이우아르던']"
IJsselstein,0353,0,5.04306,6,PPL,IJsselstein,2753355,09,P,33886,,2753355,NL,,,52.02,"['ijselstein', ""issel'stejn"", 'иссельстейн']"
Hilversum,0402,0,5.17639,7,PPL,Hilversum,2754064,07,P,83640,,2754064,NL,NL,,52.22333,"['hilfertsom', 'hilversum', 'hilvertsheim', 'khilversjum', 'khilversum', 'qyi', 'hylfrswm', 'xi er fu se mu', 'хилверсум', 'хилверсюм', 'հիլվերսում', 'هيلفرسوم', 'هیلفرسوم', '希爾弗瑟姆']"
Hengelo,0164,0,6.79306,18,PPLA2,Hengelo,2754394,15,P,80809,,2754394,NL,,,52.26583,"['hemgelo', 'hengelo', 'hengeloo']"
Heerlen,0917,0,5.98154,114,PPL,Heerlen,2754652,05,P,93084,,2754652,NL,,,50.88365,"['coriovalo', 'heele', 'heerlen', 'heële', 'kheerlen', 'хеерлен']"
Halfweg,0393,0,4.75417,2,PPL,Halfweg,2754943,07,P,2350,,2754943,NL,,,52.3825,['']
Groningen,0014,0,6.56667,16,PPLA,Groningen,2755251,04,P,181194,,2755251,NL,,,53.21917,"[""chronin'nken"", 'grq', 'gorad groningen', 'greunienge', 'grins', 'groninga', 'groninge', 'groningen', 'groningena', 'groningenas', 'groningue', 'grunneng', 'gròninga', 'qroningen', 'vilojati groningen', 'furoningen', 'furoningen shi', 'ge luo ning gen', 'groningeni', 'heuloning-eon', 'hrwnyngn', 'khrwnyngn', 'χρόνινγκεν', 'вилояти гронинген', 'горад гронінген', 'гронинген', 'гронінген', 'חרונינגן', 'خرونینگن', 'گروننگن شہر', 'გრონინგენი', 'フローニンゲン', 'フローニンゲン市', '格罗宁根', '흐로닝언']"
Groenekan,0310,0,5.15278,4,PPL,Groenekan,2755302,09,P,1565,,2755302,NL,,,52.12333,['']
Enschede,0153,0,6.89583,45,PPL,Enschede,2756071,15,P,153655,,2756071,NL,,,52.21833,"['ens', 'eanske', 'ehnskhede', 'enschede', 'enschedė', 'ensjedee', 'enskede', 'enskhede', 'ensxeyde', 'gorad ehnskhedeh', 'ynskedee', 'anskhdh', 'anskhydh', 'en si he de', 'enseuhedeo', 'enskhede', 'ensuhede', 'xen s kede', 'горад энсхедэ', 'енсхеде', 'энсхеде', 'էնշխեյդե', 'אנסחדה', 'إنسخيده', 'انسخده', 'انشیدے', 'ܐܢܫܟܕܐ', 'เอนสเกเด', 'ენსხედე', 'エンスヘーデ', '恩斯赫德', '엔스헤더']"
Eindhoven,0772,0,5.47778,22,PPL,Eindhoven,2756253,06,P,209620,,2756253,NL,,,51.44083,"['aintchofen', 'ajndkhoven', 'ajntoven', 'ajntovën', 'ein', 'ehjndkhoven', 'ehjndkhoven khot', 'eindhove', 'eindhoven', 'eindhovena', 'eindhovenas', 'eindovia', 'ejndgoven', 'eyndhoven', 'gorad ehjndkhoven', ""a'indahovana"", 'ai yin huo wen', 'aintohofen', 'ayndhwfn', 'ayndhwwn', 'eindhoveni', 'einteuhobeon', 'xind ho wen', 'yan hao fen', 'αϊντχόφεν', 'айндховен', 'ајндховен', 'горад эйндховен', 'ейндговен', 'эйндховен', 'эйндховен хот', 'էյնդհովեն', 'איינדהובן', 'آئنڈھون', 'آيندهوفن', 'آیندهوون', 'اینتہوون', 'आइंडहोवन', 'ไอนด์โฮเวน', 'ეინდჰოვენი', 'アイントホーフェン', '埃因霍温', '燕豪芬', '에인트호번']"
Ede,0228,0,5.65833,20,PPL,Ede,2756429,03,P,67670,,2756429,NL,,,52.03333,"['ede', 'ehde', 'ede', 'эде', 'エーデ']"
Dronten,0303,0,5.71806,-1,PPL,Dronten,2756559,16,P,28073,,2756559,NL,,,52.525,"['dronten', 'doronten', 'дронтен', 'ドロンテン']"
Delft,0503,0,4.35556,1,PPL,Delft,2757345,11,P,95060,,2757345,NL,,,52.00667,"['delft', 'ntelpht', 'dai er fu te', 'derufuto shi', 'dlpt', 'ντελφτ', 'делфт', 'דלפט', 'デルフト市', '代尔夫特']"
Arnhem,0202,0,5.91111,16,PPLA,Arnhem,2759661,03,P,141674,,2759661,NL,,,51.98,"['arecanum', 'arnem', 'arnema', 'arnheim', 'arnhem', 'arnhemas', 'arnhemia', 'arnhim', 'arném', 'gemeen arnem', 'gorad arnem', 'zym', 'a na mu', 'aleunheom', 'anemu', 'arnahema', 'arnemi', 'arnhm', 'arnm', 'άρνεμ', 'арнем', 'горад арнем', 'արնհեմ', 'ארנהם', 'آرنم', 'آرنهم', 'آرنہم', 'आर्नहेम', 'არნემი', 'アーネム', '阿纳姆', '아른험']"
Apeldoorn,0200,12,5.96944,18,PPL,Apeldoorn,2759706,03,P,136670,,2759706,NL,,,52.21,"['apeldoarn', 'apeldoorn', 'apeldoorne', 'apeldorn', 'apeldornas', 'gorad apeldorn', 'qyp', 'a po er duo lun', 'abldwrn', 'apeldoleun', 'aperudorun', 'apldwrn', 'epeladorna', 'xa phel dorn', 'апелдорн', 'горад апелдорн', 'ապելդորն', 'آبلدورن', 'آپلدورن', 'ایپلڈوم', 'एपेलडॉर्न', 'อาเพลโดร์น', 'აპელდორნი', 'アペルドールン', '阿珀尔多伦', '아펠도른']"
Amsterdam,0363,0,4.88969,13,PPLC,Amsterdam,2759794,07,P,741636,,2759794,NL,,,52.37403,"['ams', 'amesterdam', 'amesterdao', 'amesterdão', 'amistardam', 'amstardam', 'amstedam', 'amstelodamum', 'amsterdam', 'amsterdama', 'amsterdamas', 'amsterdami', 'amsterdamo', 'amsterdams', 'amsterdan', 'amsterntam', 'amstèdam', 'amszterdam', 'damsko', 'gorad amstehrdam', 'i-amsterdami', 'mokum', 'a mu si te dan', 'aimstardaima', 'amasataradama', 'amastaradama', 'amastararyama', 'amseuteleudam', 'amstardama', 'amstartam', 'amstrdam', 'amusuterudamu', 'anstardyam', 'emstaradyama', 'xamstexrdam', 'yەmstەrdam', 'àmsterdam', 'ámsterdam', 'ámsterdan', 'άμστερνταμ', 'амстердам', 'горад амстэрдам', 'ամստերդամ', 'אמסטערדאם', 'אמסטרדם', 'آمستردام', 'أمستردام', 'ئامستېردام', 'ئەمستەردام', 'امستردام', 'امسټرډام', 'ایمسٹرڈیم', 'ܐܡܣܛܪܕܐܡ', 'अ\u200dॅम्स्टरडॅम', 'आम्स्टर्डम', 'एम्स्तरद्याम', 'ऐम्स्टर्डैम', 'আমস্টারডাম', 'ਅਮਸਤਰਦਮ', 'ଆମଷ୍ଟରଡ଼୍ୟାମ', 'ஆம்ஸ்டர்டம்', 'ಆಂಸ್ಟರ್ಡ್ಯಾಮ್', 'ആംസ്റ്റർഡാം', 'ඈම්ස්ටර්ඩෑම්', 'อัมสเตอร์ดัม', 'ཨེམ་སི་ཊར་ཌམ།', 'အမ်စတာဒမ်မြို့', 'ამსტერდამი', 'አምስተርዳም', 'アムステルダム', '阿姆斯特丹', '암스테르담']"
Almere Stad,0034,0,5.21413,-3,PPL,Almere Stad,2759879,16,P,176432,,2759879,NL,,,52.37025,['almere']
Alblasserdam,0482,0,4.66111,0,PPL,Alblasserdam,2759915,11,P,18348,,2759915,NL,,,51.86583,"['alblaserdam', 'alblasserdam', 'alhlasserdam', 'a er bu la se dan', 'alblasrdam', 'алблассердам', 'ալբլասերդամ', 'ألبلاسردام', 'البلاسردام', '阿尔布拉瑟丹']"
Aalsmeer,0358,0,4.75972,-4,PPL,Aalsmeer,2760134,07,P,22991,,2760134,NL,,,52.25917,"['aalsmeer', 'alsmer', 'qfa', 'a er si mei er', 'алсмер', '阿尔斯梅尔']"
Vienna,900,171,16.37208,193,PPLC,Vienna,2761369,09,P,1691468,901,2761369,AT,,,48.20849,"['bec', 'bech', 'becs', 'beç', 'beč', 'bienne', 'bécs', 'dunaj', 'vie', 'vena', 'viden', ""viden'"", 'vieden', 'viedeň', 'viena', 'vienna', 'vienne', 'vieno', 'viin', 'vin', 'vinarborg', 'vindobona', 'viyana', 'vídeň', 'vín', 'vínarborg', 'wenen', 'wieden', 'wiedeń', 'wien', 'bienna', 'bin', 'fyyna', 'weiynna', 'βιέννη', 'беч', 'вена', 'виена', 'відень', 'فيينا', 'เวียนนา', 'ቪየና', '비엔나', '빈']"
Hall in Tirol,703,0,11.51667,587,PPLA3,Hall in Tirol,2764958,07,P,13334,70354,2764958,AT,AT,,47.28333,"[""gall'-in-tirol'"", 'hall', 'hall en tyrol', 'hall in tirol', 'hall în tirol', 'khal in tirol', 'khal u tirolu', ""khall'-in-tirol'"", 'salina in aeni valle', 'solbad hall', 'solbad hall in tirol', 'di luo er zhou huo er', 'hal ayn tyrwl', 'hal-intilol', 'галль-ін-тіроль', 'хал ин тирол', 'хал у тиролу', 'халль-ин-тироль', 'هال این تیرول', 'ہال ان ٹیرول', 'ჰალ-ინ-ტიროლი', 'ハル・イン・チロル', '蒂羅爾州霍爾', '할인티롤']"
Salzburg,501,424,13.04399,435,PPLA,Salzburg,2766824,05,P,153377,50101,2766824,AT,,,47.79941,"['estado de salzburgo', ""gorad zal'cburg"", 'ijolati zaltsburg', 'lungsod ng salzburg', 'szg', 'saizburg', 'salcburg', 'salcburk', 'salisburgh', 'salisburgium', 'salisburgo', 'salisburgu', 'salisburgum', 'saltsmpournk', 'saltzburg', 'salzborg', 'salzbourg', 'salzburg', 'salzburgi liidumaa', 'salzburgo', 'salzbursko', 'sałisburgo', 'såizburg', ""zal'cburg"", 'zalcburg', 'zalcburga', 'zalcburgas', 'zaltsburq', 'chai er ci bei ge', 'jalcheubuleukeu', 'jaltsaburga', 'sa er ci bao', 'sa er si bao', 'salajaburga', 'saljhabarga', 'sals bur k', 'salzaborga', 'salzbrg', 'salzbwrgh', 'zaltsburgi', 'zaltsbwrg', 'zarutsuburuku', 'zlzbwrg', 'σάλτσμπουργκ', 'горад зальцбург', 'залцбург', 'зальцбург', 'иёлати залтсбург', 'салцбург', 'զալցբուրգ', 'זאלצבורג', 'זלצבורג', 'زالتسبورگ', 'سالزبرگ', 'سالزبورغ', 'जाल्त्सबुर्ग', 'साल्ज़बोर्ग', 'সলজবুর্গ', 'સાલ્ઝબર્ગ', 'ಸಾಲ್ಜ್\u200cಬರ್ಗ್\u200c', 'ซาลซ์บูร์ก', 'ზალცბურგი', 'ザルツブルク', '柴尔兹孛格', '萨尔斯堡', '萨尔茨堡', '薩爾斯堡', '잘츠부르크']"
Ostermiething,404,0,12.82937,393,PPLA3,Ostermiething,2769384,04,P,2154,40428,2769384,AT,,,48.04636,"['ostermiething', 'ostermiting', 'остермитинг']"
Klagenfurt am Woerthersee,201,0,14.30528,450,PPLA,Klagenfurt am Wörthersee,2774326,02,P,90610,20101,2774326,AT,,,46.62472,"['celovec', 'clagenfurtum', 'klu', 'klagenfurt', 'klagenfurte', 'klāgenfurte', 'ke la gen fu', 'kuragenfuruto', 'qlgnpwrt', 'клагенфурт', 'קלגנפורט', 'クラーゲンフルト', '克拉根福']"
Innsbruck,701,570,11.39454,587,PPLA,Innsbruck,2775220,07,P,21441,70101,2775220,AT,,,47.26266,"['gorad insbruk', 'inn', 'innsbruck', 'innschbruck', 'insbruc', 'insbruk', 'insbruka', 'insbrukas', 'insmprouk', 'inzbruk', 'pons aeni', 'ansbrwk', 'anzbrk', 'aynsbrwk', 'insabruka', 'inseubeulukeu', 'insuburukku', 'xin s brukh', 'yin si bei lu ke', 'yin si bu lu ke', 'i̇nnsbruck', 'i̇nsbruk', 'ίνσμπρουκ', 'інсбрук', 'горад інсбрук', 'инзбрук', 'инсбрук', 'ինսբրուք', 'אינסברוק', 'إنسبروك', 'انزبرک', 'اینسبروک', 'इन्सब्रुक', 'ইন্সব্রুক', 'อินส์บรุค', 'ინსბრუკი', 'インスブルック', '因斯孛鲁克', '因斯布鲁克', '인스브루크']"
Hallein,502,0,13.1,447,PPLA3,Hallein,2776951,05,P,7208,50205,2776951,AT,,,47.68333,"['gallajn', 'hallein', 'khalajn', 'khallajn', 'salinae', 'ha lai yin', 'halaini', 'halayn', 'hallain', 'harain', 'галлайн', 'халајн', 'халлайн', 'האליין', 'هالاین', 'ჰალაინი', 'ハライン', '哈萊因', '할라인']"
