latitude,feature_class,geoname_id,feature_code,admin2_code,admin3_code,elevation,dem,cc2,alternatenames,asciiname,geo_id,name,admin1_code,admin4_code,population,longitude,country_code
22.99083,P,1668355,PPLA2,TNN,,0,26,,"['dai-nang', 'dài-nàng', 'gjai nam', ""gorad tajnan'"", 'kota tainan', ""t'ai-nan"", ""t'ai-nan-shih"", 'tnn', 'tai-lam-chhi', 'tainan', 'tainan city', 'tainanas', 'tainanshi', 'tainanshih', 'tajnan', ""tajnan'"", 'taynam', 'tchaj-nan', 'teynen shehiri', 'thoi-nam-su', 'thòi-nàm-sṳ', 'tâi-lâm-chhī', 't’ai-nan', 't’ai-nan-shih', 'tai nan', 'tai nan shi', 'tainan si', 'taynan', 'thi hnan', 'đài nam', 'горад тайнань', 'тайнань', 'טאינאן', 'تاينان', 'تاینان', 'ไถหนัน', '台南', '台南市', '臺南', '臺南市', '타이난 시']",Tainan,1668355,Tainan,04,,771235,120.21333,TW
24.1469,P,1668399,PPLA2,TXG,,0,91,,"['gjai trung', 'kota taichung', 'rmq', 'tai-tiong-chhi', 'taichung', 'taicungas', 'taizhong', 'taizhong shi', 'taičungas', 'tajchzhun', 'tajcung', 'tajzhun', 'tajĉung', 'taychun', 'tchaj-cung', 'tchaj-čung', 'teyjong shehiri', 'thoi-chung-su', 'thòi-chûng-sṳ', 'tâi-tiong-chhī', 'tai zhong', 'tai zhong shi', 'taijung si', 'tay shangh', 'đài trung', 'тайжун', 'тайчжун', 'تاي شانغ', '台中', '台中市', '臺中市', '타이중 시']",Taichung,1668399,Taichung,04,,1040725,120.6839,TW
24.80361,P,1675151,PPLA2,HSQ,,0,22,,"['hsz', 'hsin-chu', 'hsin-chu-hsien', 'hsin-chu-shih', 'hsinchu', 'kota hsinchu', ""sin'chzhu"", 'sin-chuk-su', 'sin-cu', 'sin-tek-chhi', 'sin-tek-chhī', 'sin-ču', 'sinhcuz', 'sinjhushih', 'sîn-chuk-sṳ', 'tan truc', 'tân trúc', 'xinzhu', 'xinzhushi', 'nkhr sin cu', 'sinju si', 'syn shw', 'xin zhu', 'xin zhu shi', 'синьчжу', 'шиньжү', 'سين شو', 'นครซินจู๋', 'ཞིག་ཀྲུའུ།', '新竹', '新竹市', '신주 시']",Hsinchu,1675151,Hsinchu,04,,404109,120.96861,TW
14.48156,P,1694781,PPL,53,,0,22,,"['paranaque', 'paranaque city', 'parañaque', 'parañaque city']",Paranaque City,1694781,Paranaque City,40,,0,121.01749,PH
10.32361,P,1701947,PPLA3,21,072230000,0,7,,"['dakbayan sa mandaue', 'lungsod ng mandaue']",Mandaue City,1701947,Mandaue City,07,,331320,123.92222,PH
14.55027,P,1703417,PPLA2,137600000,137602000,0,25,,"['makati', 'makati city']",Makati City,1703417,Makati City,NCR,,510383,121.03269,PH
14.5712,P,1717087,PPL,137600000,137602000,0,9,,['comandante carmona'],Carmona,1717087,Carmona,NCR,,0,121.0195,PH
10.31672,P,1717512,PPLA,21,072217000,0,37,,"['ceb', 'cebu', 'cebu city', 'city of cebu', 'ciudad de cebu', 'ciudad de cebú', 'dakbayan sa sugbo', 'sebu', 'sebu', 'себу', '세부']",Cebu City,1717512,Cebu City,07,,798634,123.89071,PH
1.4655,P,1732752,PPLA,,,0,32,,"['baru', 'bharu', 'dzhokhor bakhru', 'dzhokhor-baru', 'dzohor baru', 'dzokhor bakhru', 'džohor baru', 'jhb', 'jahore bahru', 'johor', 'johor baharu', 'johor bahru', 'johore', 'johore bahru', 'johore baru', 'johore bharu', 'sin-san-su', 'sîn-sân-sṳ', 'joholeubalu', 'johora baru', 'johorubaru', 'jokur paru', 'jwhr bhrw', 'jwhwr bhrw', 'xin shan', 'ya hor bah ru', 'џохор бахру', 'джохор бахру', 'джохор-бару', 'גוהור באהרו', 'جوهر بهرو', 'جوهور بهرو', 'جوھر بھرو', 'जोहोर बारू', 'ஜொகூர் பாரு', 'ยะโฮร์บาห์รู', 'ဂျဟိုးဘာရူးမြို့', 'ジョホールバル', '新山', '조호르바루']",Johor Bahru,1732752,Johor Bahru,01,,802489,103.7578,MY
1.52143,P,1734470,PPL,,,0,5,,[''],Kuching,1734470,Kuching,11,,0,110.34187,MY
3.1412,P,1735161,PPLC,,,0,56,,"['gizlungzpoh', 'gorad kuala-lumpur', 'kul', 'kouala loumpou', 'kouala loumpour', 'kuala lumpor', 'kuala lumpur', 'kuala-lumpur', 'kuala-lumpuro', 'kualae-lumpur', 'kualalumpura', 'kualalumpūra', 'kvala lumpuras', 'kvala lumpūras', 'kúala lúmpúr', 'ji long po', 'kaulalampur', 'kawlalampexr', 'kolalampur', ""ku'a lalampura"", ""ku'ala lupura"", ""ku'alalampura"", ""ku'alalumpura"", 'kuallalumpuleu', 'kuararunpuru', 'kuyalalamapura', 'kvalalampura', 'kwala lambwr', 'kwala lmpwr', 'kwalalampwr', 'kwalalmbwr', 'kwalalmpwr', 'kwalalwmpwr', 'kۇyalalۇmpۇr', 'κουάλα λουμπούρ', 'горад куала-лумпур', 'куалæ-лумпур', 'куала лумпур', 'куала-лумпур', 'կուալա լումպուր', 'קואלה לומפור', 'كوالا لامبور', 'كوالالمبور', 'كۇئالالۇمپۇر', 'کوالا لمپور', 'کوالالامپور', 'کوالالمپور', 'کوالالومپور', 'कुआ लालम्पुर', 'कुआलालम्पुर', 'क्वालालंपूर', 'কুয়ালালামপুর', 'ਕੁਆਲਾ ਲੁੰਪੁਰ', 'କୁଆଲାଲୁମ୍ପୁର', 'கோலாலம்பூர்', 'ಕೌಲಾಲಂಪುರ್', 'കോലാലമ്പൂർ', 'กัวลาลัมเปอร์', 'ཁལ་ལུང་ཕུ།', 'ကွာလာလမ်ပူမြို့', 'კუალა-ლუმპური', 'ኩዋላ ሉምፑር', 'クアラルンプール', '吉隆坡', '쿠알라룸푸르']",Kuala Lumpur,1735161,Kuala Lumpur,14,,1453975,101.68653,MY
23.11667,P,1809858,PPLA,,,0,15,,"['can', 'cantao', 'canton', 'cantão', 'cantón', 'fan-yu', 'fan-yü', 'guanchjou', 'guanchzhou', 'guanczou', ""guand'ou"", 'guandzhou', 'guandzou', 'guandžou', 'guangdzou', 'guangdzov', 'guangdžou', 'guangdžov', 'guangjow', 'guangzhou', 'guangzhou shi', 'guanzhou', 'guančžou', 'guaңҗu', 'guong-ciu', 'guōng-ciŭ', 'gvangjcouh', 'kanton', 'kantono', 'kng-chiu-chhi', 'kong-chu-su', ""kouan'nktsoou"", 'kouang-chou', 'kuang-chou', 'kuang-chou-shih', 'kwang-chowfu', 'kwangchow', 'kwangtsjou', 'kóng-chû-sṳ', 'kńg-chiu-chhī', ""p'an-yu"", 'puyun', 'puyün', 'p’an-yü', 'quancheum', 'quancjou', 'quang chau', 'quançjou', 'quảng châu', 'shengcheng', 'ghwanzw', ""gu'angazu"", 'guang zhou', 'guang zhou shi', 'guanjou', ""gvangajho'u"", 'gvanjea', 'gwangjeou', 'gwangjeou si', 'gwangzhw', 'gwʼnggwʼw', 'kantwn', 'kuvanco', 'kvangacau', 'kwang cow', 'shynyang', 'κουανγκτσόου', 'гуангџоу', 'гуанджоу', 'гуандьоу', 'гуанжоу', 'гуанчжоу', 'гуанчжоў', 'гуаңҗу', 'кантон', 'գուանչժոու', 'גואנגגואו', 'شینیانگ', 'غوانزو', 'کانتون', 'گوانگژو', 'گوانگ\u200cژو', 'گۇاڭجۇ شەھىرى', 'क्वांगचौ', 'ग्वांगझोउ', 'ਗੁਆਂਗਜ਼ੂ', 'குவாங்சோ', 'ഗ്വാങ്ജോ', 'กว่างโจว', 'ກວ່າງໂຈວ', 'ཀོང་ཀྲོའུ་གྲོང་ཁྱེར།', 'ကွမ်ကျိုးမြို့', 'გუანჯოუ', '广州', '广州市', '広州', '広州市', '廣州', '廣州市', '광저우', '광저우 시']",Guangzhou,1809858,Guangzhou,30,,11071424,113.25,CN
39.9075,P,1816670,PPLC,,,0,49,,"['bjs', 'bac kinh', 'baek-ging', 'baekging', 'behehzhin', 'beijing', 'beijing shi', 'beising', 'beixin', 'beixín', 'bejdzing', 'bejdżing', 'bejing', 'beyjing', 'beȝcinȝ', 'báe̤k-gĭng', 'béising', 'bắc kinh', 'gorad pekin', 'pechin', 'pechino', 'pechinu', 'pechinum', 'pecinum', 'pei-ching', 'pei-ching-shih', ""pei-p'ing"", ""pei-p'ing-shih"", 'peken', 'pekin', ""pekin'"", 'pekina', 'pekinas', 'peking', 'pekini', 'pekino', 'pekín', 'pekîn', 'peping', 'pequim', 'pequin', 'pequín', 'pet-kin', 'pet-kîn', 'peycing', 'pikkin', 'pèquin', 'pékin', 'péqùin', 'péycing', ""be'ijim"", ""be'ijina"", ""be'ijinga"", 'bei jing', 'bei jing shi', 'beidjin', 'beijing', 'bijiga', 'bijing', 'bijinga', 'bkyn', 'buggyeong', 'byjng', 'bykyn', ""byyg'yng"", 'byyzsyng', 'pakking', 'peyjin', 'pkn', 'πεκίνο', 'бейжің', 'бээжин', 'бәәҗң балһсн', 'горад пекін', 'пекин', 'пекинг', 'пекін', 'пекінґ', 'պեկին', ""בייג'ינג"", 'בייזשינג', 'بكين', 'بيكين', 'بیجنگ', 'بېجینګ', 'بېيجىڭ', 'بېيجىڭ شەھىرى', 'پکن', 'پێکەن', 'ބީޖިންގ', 'बीजिंग', 'बेइजिङ', 'বেইজিং', 'ਬੀਜਿੰਗ', 'બેઇજિંગ', 'பெய்ஜிங்', 'బీజింగ్', 'ಬೀಜಿಂಗ್', 'ബെയ്\u200cജിങ്ങ്\u200c', 'බෙයිජිං', 'ปักกิ่ง', 'པེ་ཅིང་གྲོང་ཁྱེར།', 'ပေကျင်းမြို့', 'პეკინი', 'ቤዪጂንግ', 'ប៉េកាំង', '北京', '北京市', '베이징', '북경']",Beijing,1816670,Beijing,22,,11716620,116.39723,CN
22.32789,P,1818506,PPL,,,0,19,HK,"['chan ji', 'cheung kwan', 'cheung kwan o', 'tseung kwan o']",Tseung Kwan O,1818506,Tseung Kwan O,NSK,,0,114.24992,HK
22.37756,P,1818916,PPL,,,0,18,,"['sha tin', 'sha tin wai', 'shatian', 'shatianwei', 'sha tian', 'sha tian wei', '沙田', '沙田围', '沙田圍']",Sha Tin Wai,1818916,Sha Tin Wai,NST,,0,114.19753,HK
22.28768,P,1819064,PPLX,,,0,92,,"['quarry bay', 'zeiyuchong', 'zei yu yong', '鰂魚涌', '鲗鱼涌']",Quarry Bay,1819064,Quarry Bay,HEA,,0,114.2135,HK
22.36828,P,1819595,PPL,,,0,84,,"['chung kwai chung', 'kuichong', 'kwai chung', 'kui yong', '葵涌']",Kwai Chung,1819595,Kwai Chung,NTW,,0,114.13877,HK
22.27832,P,1819729,PPLC,,,0,60,,"[""chon'nk kon'nk"", 'gankong', 'gon kong', 'gonkong', 'hkg', 'hiong-geng', 'hiŏng-gē̤ng', 'hong kong', 'hongkong', 'honkong', 'hồng kông', 'khongkong', 'khonkong', 'victoria', 'ankan', 'hamga kamga', 'hanakana', 'hang kang', 'hang kang nagaram', 'hangakanga', 'hang\u200ckang', 'hankam', 'heankean', 'hng kng', ""hon'ga kon'ga"", 'hong-kʼongi', 'hongakonga', 'hongkong', 'honkongu', 'hwng kwng', 'hwng qwng', 'hwngh kwngh', 'hwnj kwnj', 'hxngkng', 'hʼng qʼng', 'shyanggang', 'xiang gang', 'χονγκ κονγκ', 'ганконг', 'гонконг', 'хонгконг', 'хонконг', 'һoң koң', 'һоң коң', 'հոնկոնգ', 'האנג קאנג', 'הונג קונג', 'شياڭگاڭ', 'هانگ کانگ', 'هنگ کنگ', 'هونج كونج', 'هونغ كونغ', 'هونگ کونگ', 'ھwng kwng', 'ھونگ کونگ', 'ھۆng kۆng', 'ھۆنگ کۆنگ', 'ہang kang', 'ہانگ کانگ', 'ހޮންކޮންގު', 'हङकङ', 'हाँग काँग', 'हांगकांग', 'हांग् कांग् नगरम्', 'हॉन्ग कॉन्ग', 'হংকং', 'ਹਾਂਗਕਾਂਗ', 'હોંગકોંગ', 'ହଂକଂ', 'ஆங்காங்', 'హాంగ్\u200cకాంగ్', 'ಹಾಂಗ್ ಕಾಂಗ್', 'ഹോങ്കോങ്', 'හොංකොං', 'ฮ่องกง', 'ཧང་ཀང་།', 'ཧོང་ཀོང་།', 'ဟောငကောင', 'ဟောင်ကောင်', 'ჰონგ-კონგი', 'ሆንግ ኮንግ', 'ហងកង', 'ហុងកុង', '香港', '홍콩']",Hong Kong,1819729,Hong Kong,HCW,,7012738,114.17469,HK
22.35019,P,1819805,PPL,,,0,171,,"['ha kwai chung', 'kwai chung', 'xiakuiyong', 'xia kui yong', '下葵涌']",Ha Kwai Chung,1819805,Ha Kwai Chung,NKT,,0,114.13006,HK
4.89035,P,1820906,PPLC,,,0,10,,"['bwn', 'banda seri', 'bandar seri begauan', 'bandar seri begavan', 'bandar seri begavanas', 'bandar seri begawan', 'bandar sery begawan', 'bandar-seri-begavan', 'bandar-seri-begavano', 'bandarseribegavana', 'brunei', 'brunei town', 'bruni', 'gorad bandar-sery-begavan', 'mpantar seri mpenkaban', 'badara seri begavana', 'ban dar se ribe ka wan', 'bandaleuseulibeugawan', 'bandar seri bagevan', 'bandar-seri-begavani', ""bandara seri bega'oyana"", 'bandara seri begavana', 'bandara sri bagavana', 'bandarusuribugawan', 'bndr sry bgawan', 'bndr sry bkawan', 'bndr sry bygwan', 'pantar ceri pekavan', 'si li ba jia wan', 'si li ba jia wan shi', 'sry bgawan', 'μπαντάρ σερί μπεγκαβάν', 'бандар сери бегаван', 'бандар-сери-бегаван', 'бандар-сері-бегаван', 'горад бандар-серы-бегаван', 'բանդար սերի բեգավան', 'בנדר סרי בגוואן', 'باندار سەرى بەگاۋان', 'بندر سري بكاوان', 'بندر سری بگاوان', 'بندر سری بیگوان', 'بەندەر سێری بێگاوان', 'سری بگاوان', 'बंदर स्री बगवान', 'बन्दर सेरी बेगवान', 'बन्दर सेरी बेगावान', 'বন্দর সেরি বেগাওয়ান', 'ਬੰਦਰ ਸੇਰੀ ਬੇਗਵਾਨ', 'பண்டர் செரி பெகாவான்', 'ಬಂದರ್ ಸೆರಿ ಬಗೆವನ್', 'ബന്ദർ സെരി ബെഗവൻ', 'บันดาร์เสรีเบกาวัน', 'སི་རི་པེ་ཀ་མཚོ་ཁུགས་གྲོང་ཁྱེར།', 'ဘန်ဒါဆရီဘဂါဝမ်မြို့', 'ბანდარ-სერი-ბეგავანი', 'ባንዳር ሰሪ ቤጋዋን', 'バンダルスリブガワン', '斯里巴加湾市', '斯里巴加灣', '斯里巴加灣市', '반다르스리브가완']",Bandar Seri Begawan,1820906,Bandar Seri Begawan,02,,64409,114.94006,BN
11.56245,P,1821306,PPLC,,,0,20,,"[""gorad pnampen'"", 'krong chaktomuk', 'nam van', 'nam-vang', 'nom pen', 'pnh', 'phnom pen', 'phnom penh', 'phnom pénh', 'phnom-penh', 'phnompen', 'phnompenh', 'phnum penh', 'phnum peny', 'phnum pénh', 'phnum pény', 'phnôm pênh', 'phon phen', ""pnom pehn'"", 'pnom pen', ""pnom pen'ch"", 'pnom pene', 'pnom penh', 'pnom-peno', 'pnompen', ""pnompen'"", 'pnompena', 'pnompenis', 'pnompeņa', 'ville de phnom penh', 'bnwm bnh', 'fnwm pn', 'fnwm pېn', 'jin bian', 'namapenha', 'panoma pena', 'peunompen', 'phnm pen', 'phnmpey', 'pnwm pn', 'punom pen', 'punonpen', 'πνομ πενχ', 'горад пнампень', 'пном пен', 'пном пэнь', 'пномпень', 'պնոմպեն', 'פנום פן', 'بنوم بنه', 'فنوم پن', 'فنوم پېن', 'پنوم پن', 'پنوم\u200cپن', 'پنۆم پێن', 'नामपेन्ह', 'पनॉम पेन', 'প্\u200cনম পেন', 'புனோம் பென்', 'พนมเปญ', 'พนมเปณ', 'ཕོམ་ཕེན།', 'ဖနွမ်းပင်မြို့', 'პნომპენი', 'ፕኖም ፔን', 'ភនកពងតរាច', 'ភនពេញ', 'ភ្នំកំពង់ត្រាច', 'ភ្នំពេញ', 'プノンペン', '金边', '프놈펜']",Phnom Penh,1821306,Phnom Penh,22,,1573544,104.91601,KH
37.566,P,1835848,PPLC,,,0,38,,"['gorad seul', 'hanyang', 'sel', 'seoel', 'seol', 'seoul', 'seoul-si', 'seuel', 'seul', 'seula', 'seulas', 'seulo', 'seulum', 'seúl', 'seül', 'siul', 'soeul', 'sol', 'soul', 'sye-ul', 'syou-ouen', 'szoeul', 'szöul', 'séoul', 'sêûl', 'söul', 'sŏul', 'wang-ching', 'wo-jo', 'wō-jō', 'ciyol', 'han-yang', 'saul', 'seoul', 'seoulsi', 'seoulteugbyeolsi', 'seuli', 'shou er', 'shou er te bie shi', ""si'ula"", 'siyola', 'sol', 'sola', 'souru', 'souru te bie shi', 'sywl', 'σεούλ', 'горад сеул', 'сеул', 'соул', 'сөүл', 'սեուլ', 'סאול', 'סיאול', 'סעאל', 'سئول', 'سيول', 'سیول', 'سێئول', 'سېئول', 'सियोल', 'सोल', 'সিউল', 'சியோல்', 'ಸೌಲ್', 'സോൾ', 'โซล', 'སེ་ཨུལ།', 'ဆိုးလ်မြို့', 'სეული', 'ሶል', 'សេអ៊ូល', 'ソウル', 'ソウル特別市', '首尔', '首尔特别市', '서울', '서울시', '서울특별시', '한양']",Seoul,1835848,Seoul,11,,10349312,126.9784,KR
35.6895,P,1850147,PPLC,1852083,,0,44,,"['edo', 'tyo', 'tochiu', 'tocio', 'tokija', 'tokijas', 'tokio', 'tokió', 'tokjo', 'tokyo', 'toquio', 'toquio - dong jing', 'toquio - 東京', 'tòquio', 'tókýó', 'tóquio', 'tōkyō', 'dokyo', 'dong jing', 'dong jing dou', 'dong-gyeong', 'tokeiyw', 'tokkiyo', 'tokyo', 'twkyw', 'twqyw', 'τόκιο', 'токио', 'токё', 'токіо', 'տոկիո', 'טוקיו', 'توكيو', 'توکیو', 'طوكيو', 'ܛܘܟܝܘ', 'ܜܘܟܝܘ', 'टोक्यो', 'டோக்கியோ', 'โตเกียว', 'ტოკიო', '东京', '東京', '東京都', '도쿄', '동경']",Tokyo,1850147,Tokyo,40,,8336599,139.69171,JP
34.69374,P,1853909,PPLA,1853897,27127,0,24,,"['osa', 'osaacke', 'osaca', 'osaca - da ban shi', 'osaca - 大阪市', 'osaka', 'osaka-shi', 'osako', 'oszaka', 'awsaka', 'awzaka', 'da ban', 'da ban shi', 'oosakashi', 'osaka', 'osaka si', 'xo sa ka', 'ywsaka', 'ósaka', 'ószaka', 'ōsaka', 'ōsaka-shi', 'осака', 'אוסקה', 'أوساكا', 'ئوساكا', 'اوزاکا', 'ওসাকা', 'โอซะกะ', 'ოსაკა', 'おおさかし', '大阪', '大阪市', '오사카 시']",Osaka,1853909,Osaka,32,,2592413,135.50218,JP
26.61502,P,1856068,PPLA2,1856061,,0,32,,"['naga', 'nago', 'nago-chhi', 'nago-chhī', 'nagu', 'okaneku', 'ming hu', 'ming hu shi', 'naghw  awkynawa', 'nago si', 'nagw  awkynawa', 'ôkaneku', 'нага', 'наго', 'наґо', 'נאגו', 'ناغو، أوكيناوا', 'ناگو، اوکیناوا', '名護', '名護市', '나고 시']",Nago,1856068,Nago,47,,59587,127.98543,JP
33.6,P,1863967,PPLA,1863955,40132,0,3,,"['fuk', 'fucuoca', 'fukuoka', 'fukuoka-shi', 'fukuokashi', 'hukuoka', 'fu gang', 'fu gang shi', 'fukuoka', 'fukuokashi', 'fwkwka', 'hukuoka si', 'фукуока', 'فوكوكا', 'ふくおか', 'ふくおかし', 'フクオカ', 'フクオカシ', '福岡', '福岡市', '후쿠오카 시']",Fukuoka,1863967,Fukuoka,07,,1392289,130.41667,JP
34.95,P,1864582,PPL,7465521,,0,86,,"['chikura', 'qian cang', '千倉']",Chikura,1864582,Chikura,04,,0,139.95,JP
1.28967,P,1880252,PPLC,,,0,23,,"['sin', 'sin-ka-po', 'singapore', 'singapore city', 'singapour', 'singapur', 'singapura', 'sinkapoure', 'sîn-kâ-po', 'tumasik', 'cinkappur', 'prathes singkhpor', 'shingaporu', 'sigapura', 'sing-gapol', 'sing-gapoleu', 'singapura', 'singkh por', 'sngapwr', 'snghafwrt', 'syngpwr', 'xin jia po', 'xing jia po', 'σιγκαπούρη', 'сингапур', 'сінгапур', 'סינגפור', 'سنغافورة', 'سنگاپور', 'सिंगापुर', 'सिंगापूर', 'ਸਿੰਗਾਪੁਰ', 'சிங்கப்பூர்', 'ประเทศสิงคโปร์', 'สิงค์โปร', 'ປະເທດສງກະໂປ', 'ປະເທດສິງກະໂປ', 'စငကာပနငင', 'စင်ကာပူနိုင်ငံ', 'សងហបរ', 'សិង្ហបុរី', 'シンガポール', '新加坡', '星架坡', '싱가포르', '싱가폴']",Singapore,1880252,Singapore,01,,3547809,103.85007,SG
37.43861,P,1897000,PPL,,,0,80,,"['seongnam', 'seongnam-si', 'seongnam', 'seongnamsi', '성남', '성남시']",Seongnam-si,1897000,Seongnam-si,13,,1031935,127.13778,KR
-31.95224,P,2063523,PPLA,57080,,0,34,,"['gorad pert', 'per', 'peairt', 'pert', 'perta', 'pertas', 'perth', 'perth city', 'perthia', 'perto', 'perþ', 'pirth', 'purt', 'pērta', 'byrth', 'part', 'partha', 'pasu', 'peoseu', 'pert', 'pheirth', 'po si', 'prt', ""prt'"", 'prtھ  asٹrylya', 'περθ', 'горад перт', 'перт', 'пертһ', 'пърт', 'պերթ', ""פרת'"", 'بيرث', 'پرت', 'پرتھ، آسٹریلیا', 'पर्थ', 'பேர்த்', 'ಪರ್ತ್', 'പെർത്ത്', 'เพิร์ท', 'ပါ့သ်မြို့', 'პერთი', 'パース', '珀斯', '퍼스']",Perth,2063523,Perth,08,,1896548,115.8614,AU
-12.46113,P,2073124,PPLA,71000,,0,31,,"['drw', 'daarwin', 'darvin', 'darvina', 'darvinas', 'darvino', 'darwin', 'dārvina', 'gorad darvin', 'ntargouin', 'palmerston', 'port darwin', 'da er wen', 'da er wen gang', 'dar win', ""dara'u'ina"", 'daravina', 'darvina', 'darvini', 'darwyn', 'dau~in', 'dawin', 'drwwyn', 'tarvin', 'ντάργουιν', 'горад дарвін', 'дарвин', 'дарвін', 'դարվին', 'דארווין', 'דרווין', 'داروين', 'داروین', 'داروین، قوزئی توپراق\u200cلاری', 'ڈارون', 'डार्विन', 'ডারউইন', 'ਡਾਰਵਿਨ', 'டார்வின்', 'ഡാർവിൻ', 'ดาร์วิน', 'ဒါဝင်မြို့', 'დარვინი', 'ダーウィン', '达尔文', '达尔文港', '다윈']",Darwin,2073124,Darwin,03,,129062,130.84185,AU
-34.92866,P,2078025,PPLA,40070,,0,59,,"['adl', 'adelaida', 'adelaidae', 'adelaide', 'adelaidis', 'adelaidė', 'adelajda', 'adelajdo', 'adelaïda', 'adelaïde', 'adelejd', 'adelàida', 'adélaïde', 'edelaid', 'gorad adehlaida', 'tarndanya', 'tarndarnya', 'a de lai de', 'adelaida', 'aderedo', 'adilaid', 'adiled', 'adlayd', 'adylyd', 'aedeulleideu', 'atileyit', ""edile'ida"", 'edileda', 'αδελαΐδα', 'аделаидæ', 'аделаида', 'аделаїда', 'аделейд', 'аделејд', 'горад адэлаіда', 'ադելաիդա', 'אדלייד', 'آدلاید', 'أديليد', 'ئادېلايدې', 'ایڈیلیڈ', 'एडिलेड', 'ॲdaleda', 'ॲडलेड', 'એડિલેઇડ', 'அடிலெயிட்', 'అడిలైడ్', 'ಅಡಿಲೇಡ್', 'അഡിലെയ്\u200cഡ്', 'แอดิเลด', 'အက်ဒလိတ်မြို့', 'ადელაიდა', 'アデレード', '阿德来得', '阿德莱德', '애들레이드']",Adelaide,2078025,Adelaide,05,,1225235,138.59863,AU
-31.95833,P,2078909,PPLX,56580,,0,23,,['shenton park'],Shenton Park,2078909,Shenton Park,08,,4193,115.79722,AU
38.26667,P,2111149,PPLA,2111147,,0,53,,"['sdj', 'sendai', 'sendai-shi', 'sendaishi', 'sendaj', 'sendai', 'sendaishi', 'xian tai', 'xian tai shi', 'сендай', 'せんだい', 'せんだいし', 'センダイ', 'センダイシ', '仙台', '仙台市']",Sendai,2111149,Sendai,24,,1063103,140.86667,JP
-17.73381,P,2135171,PPLC,,,0,59,,"['bila', 'fila', 'port fila', 'port vila', 'port-vila', 'vli', 'vila', 'poteubilla', 'potobira', 'pwrt wylh', 'wei la gang', 'βίλα', 'порт вила', 'порт-вила', 'פורט וילה', 'ፖርት ቪላ', 'ポートビラ', '維拉港', '포트빌라']",Port-Vila,2135171,Port-Vila,18,,35901,168.32188,VU
-22.27407,P,2139521,PPLC,98818,,0,26,,"['nou', 'nomea', 'noumea', 'nouméa', 'numea', 'numeja', 'numeo', 'numėja', 'port de france', 'nu me xa', 'nu mei a', ""nume'a"", 'numea', 'numiya', 'nwmya', 'νουμεά', 'нумеа', 'נומאה', 'نومئا', 'نوميا', 'नूमेआ', 'நூமியா', 'นูเมอา', 'ნუმეა', 'ヌメア', '努美阿', '누메아']",Noumea,2139521,Nouméa,02,,93060,166.44884,NC
-27.55,P,2144180,PPL,36910,,0,548,,['wellcamp'],Wellcamp,2144180,Wellcamp,04,,0,151.86667,AU
-34.45306,P,2145518,PPLX,18450,,0,13,,['unanderra'],Unanderra,2145518,Unanderra,02,,0,150.84746,AU
-37.70128,P,2145921,PPLX,23270,,0,96,,"['twlhmryn', 'טולהמרין']",Tullamarine,2145921,Tullamarine,07,,6271,144.881,AU
-33.86785,P,2147714,PPLA,17200,,0,58,,"['gorad sidnej', 'syd', 'sanctus dionysius', 'sedniejos', 'sek-na', 'sidnef', 'sidnei', 'sidnej', 'sidneja', 'sidnejo', 'sidnejus', 'sidney', 'sidneý', 'sidni', 'sidnéy', 'sidnėjus', 'sit-ni', 'sit-nì', 'syd', 'sydneium', 'sydney', 'sydney city', 'sék-nà̤', 'sídney', 'sîdney', 'sėdniejos', 'citni', 'shidoni', 'sidani', 'sideuni', 'sidnei', 'sidni', 'sidniy', 'sydny', 'xi ni', 'xue li', 'σίδνεϋ', 'горад сідней', 'сиднеи', 'сидней', 'сиднеј', 'сидни', 'сідней', 'сідні', 'սիդնեյ', 'סידני', 'سيدنى', 'سيدني', 'سڈنی', 'سیدنی', 'ܣܝܕܢܝ', 'सिडनी', 'सिड्नी', 'सिद्नी', 'সিডনি', 'ਸਿਡਨੀ', 'સીડની', 'சிட்னி', 'సిడ్నీ', 'ಸಿಡ್ನಿ', 'സിഡ്നി', 'සිඩ්නි', 'ซิดนีย์', 'སིད་ནེ།', 'ဆစ်ဒနီမြို့', 'სიდნეი', 'ሲድኒ', 'ស៊ីដនីយ៏', 'シドニー', '悉尼', '雪梨', '시드니']",Sydney,2147714,Sydney,02,,4627345,151.20732,AU
-37.83961,P,2152658,PPLX,25900,,0,7,,['sandridge'],Port Melbourne,2152658,Port Melbourne,07,,13293,144.94228,AU
-29.68333,P,2157408,PPL,13010,,0,486,,[''],Mitchell,2157408,Mitchell,02,,628,152.11667,AU
-37.814,P,2158177,PPLA,24600,,0,25,,"['mel', ""mel'burn"", 'melbourne', 'melbourne city', 'melbournum', 'melburn', 'melburna', 'melburnas', 'melburno', 'melvourni', 'mel beirn', 'melaborna', 'melbeoleun', 'melbeon', 'melporn', 'meruborun', 'mlbwrn', 'mo er ben', 'μελβούρνη', 'мелбурн', 'мелбърн', 'мельбурн', 'מלבורן', 'ملبورن', 'مېلبۇرن', 'मेलबोर्न', 'மெல்போர்ன்', 'เมลเบิร์น', 'མེར་བུན', 'メルボルン', '墨尔本', '墨爾本', '멜버른', '멜번']",Melbourne,2158177,Melbourne,07,,4246375,144.96332,AU
